"","cell","year"
"3608",11761,2023
"3609",11456,2012
"3610",11762,2012
"3611",11456,2015
"3612",11762,2015
"3613",11456,2016
"3614",11455,2018
"3615",11456,2018
"3616",11762,2018
"3617",11458,2013
"3618",11459,2013
"3619",11461,2018
"3620",11462,2018
"3621",11467,2015
"3622",11473,2022
"3623",11474,2022
"3624",11477,2015
"3625",11484,2015
"3626",11483,2024
"3627",11484,2024
"3628",11486,2024
"3629",11487,2024
"3630",11495,2011
"3631",11496,2011
"3632",11189,2016
"3633",11495,2016
"3634",11189,2021
"3635",11495,2021
"3636",11496,2021
"3637",11189,2024
"3638",11495,2024
"3639",11495,2012
"3640",11496,2012
"3641",11496,2014
"3642",11496,2015
"3643",11801,2015
"3644",11802,2015
"3645",11496,2017
"3646",11495,2018
"3647",11496,2018
"3648",11496,2024
"3649",11812,2012
"3650",11506,2013
"3651",11812,2013
"3652",11201,2014
"3653",11506,2014
"3654",11507,2014
"3655",11506,2015
"3656",11812,2015
"3657",11506,2017
"3658",11812,2017
"3659",11204,2012
"3660",11510,2012
"3661",11204,2013
"3662",11510,2013
"3663",11510,2014
"3664",11204,2016
"3665",11510,2016
"3666",11203,2019
"3667",11204,2019
"3668",11509,2019
"3669",11510,2019
"3670",11510,2022
"3671",11512,2021
"3672",11512,2017
"3673",11818,2017
"3674",11819,2017
"3675",11512,2019
"3676",11513,2019
"3677",11208,2011
"3678",11514,2011
"3679",11515,2011
"3680",11820,2011
"3681",11821,2011
"3682",11514,2012
"3683",11515,2012
"3684",11515,2014
"3685",11514,2020
"3686",11209,2011
"3687",11209,2012
"3688",11821,2012
"3689",11209,2016
"3690",11515,2016
"3691",11515,2021
"3692",11515,2023
"3693",11516,2013
"3694",11822,2013
"3695",11516,2015
"3696",11516,2023
"3697",11822,2023
"3698",11217,2016
"3699",11523,2016
"3700",11523,2019
"3701",11523,2020
"3702",11530,2021
"3703",11529,2022
"3704",11530,2022
"3705",11550,2018
"3706",11550,2019
"3707",11550,2023
"3708",11553,2015
"3709",11553,2022
"3710",11554,2013
"3711",11859,2013
"3712",11860,2013
"3713",11554,2014
"3714",11859,2014
"3715",11860,2014
"3716",11555,2016
"3717",11556,2016
"3718",11861,2016
"3719",11555,2018
"3720",11556,2018
"3721",11861,2018
"3722",11862,2018
"3723",11555,2020
"3724",11556,2020
"3725",11861,2020
"3726",11555,2023
"3727",11556,2023
"3728",11699,2013
"3729",12004,2013
"3730",12004,2014
"3731",11699,2015
"3732",12004,2015
"3733",12004,2018
"3734",12005,2018
"3735",11698,2019
"3736",11699,2019
"3737",11698,2021
"3738",12004,2021
"3739",11698,2024
"3740",11699,2024
"3741",11394,2012
"3742",11700,2012
"3743",11699,2014
"3744",11699,2016
"3745",11700,2021
"3746",12005,2021
"3747",11699,2022
"3748",11702,2011
"3749",12008,2011
"3750",11701,2012
"3751",11702,2012
"3752",12008,2012
"3753",11702,2013
"3754",12008,2013
"3755",11702,2014
"3756",11702,2015
"3757",12008,2015
"3758",11702,2016
"3759",12008,2016
"3760",12008,2017
"3761",11702,2019
"3762",12008,2019
"3763",11702,2023
"3764",11702,2024
"3765",11705,2014
"3766",11706,2014
"3767",11705,2016
"3768",11706,2016
"3769",12011,2016
"3770",12012,2016
"3771",11705,2017
"3772",11706,2017
"3773",11705,2021
"3774",11706,2021
"3775",11705,2022
"3776",11706,2022
"3777",11705,2024
"3778",11706,2024
"3779",12012,2024
"3780",11706,2012
"3781",11707,2012
"3782",11708,2012
"3783",12012,2012
"3784",12013,2012
"3785",12014,2012
"3786",11707,2013
"3787",11708,2013
"3788",12013,2013
"3789",12014,2013
"3790",11707,2015
"3791",12013,2015
"3792",11707,2017
"3793",12013,2017
"3794",11707,2019
"3795",12013,2019
"3796",11707,2020
"3797",11708,2020
"3798",12013,2020
"3799",12014,2020
"3800",11707,2022
"3801",12013,2022
"3802",11707,2023
"3803",12013,2023
"3804",12014,2023
"3805",11709,2012
"3806",11707,2014
"3807",11708,2014
"3808",11708,2015
"3809",11708,2017
"3810",11708,2019
"3811",11708,2021
"3812",11708,2022
"3813",11402,2012
"3814",12015,2012
"3815",11402,2013
"3816",11709,2013
"3817",11709,2021
"3818",12015,2021
"3819",11709,2022
"3820",11709,2015
"3821",11710,2015
"3822",12015,2015
"3823",12016,2015
"3824",11734,2016
"3825",11735,2016
"3826",12040,2016
"3827",12041,2016
"3828",11736,2011
"3829",11737,2011
"3830",11736,2012
"3831",11737,2012
"3832",11736,2013
"3833",11737,2013
"3834",11736,2015
"3835",11737,2015
"3836",11736,2016
"3837",11737,2016
"3838",11736,2017
"3839",11737,2017
"3840",11736,2018
"3841",11737,2018
"3842",11736,2019
"3843",11737,2019
"3844",11736,2022
"3845",11737,2022
"3846",11736,2023
"3847",11737,2023
"3848",12043,2011
"3849",11738,2012
"3850",12042,2012
"3851",12043,2012
"3852",12044,2012
"3853",11738,2013
"3854",12042,2013
"3855",12043,2013
"3856",12044,2013
"3857",12043,2015
"3858",11738,2023
"3859",11742,2024
"3860",11743,2024
"3861",11746,2018
"3862",11746,2021
"3863",11747,2018
"3864",11748,2018
"3865",11747,2020
"3866",11748,2020
"3867",11747,2024
"3868",11754,2024
"3869",11755,2012
"3870",11755,2020
"3871",11450,2014
"3872",11756,2014
"3873",11450,2016
"3874",11756,2016
"3875",11450,2017
"3876",11756,2017
"3877",11755,2018
"3878",11756,2018
"3879",11450,2019
"3880",11755,2019
"3881",11756,2019
"3882",11450,2020
"3883",11756,2020
"3884",11755,2023
"3885",11756,2023
"3886",11757,2017
"3887",11454,2022
"3888",11760,2022
"3889",11454,2015
"3890",11760,2015
"3891",11455,2022
"3892",11456,2022
"3893",11761,2022
"3894",11762,2022
"3895",11762,2016
"3896",11762,2019
"3897",11762,2021
"3898",11762,2023
"3899",11763,2024
"3900",11458,2014
"3901",11763,2014
"3902",11764,2014
"3903",11764,2015
"3904",11764,2024
"3905",11459,2021
"3906",11765,2021
"3907",11788,2019
"3908",11789,2019
"3909",11788,2021
"3910",11789,2021
"3911",11788,2024
"3912",11483,2018
"3913",11788,2018
"3914",11789,2018
"3915",11483,2023
"3916",11788,2023
"3917",11789,2023
"3918",11812,2016
"3919",11813,2016
"3920",11813,2017
"3921",11813,2012
"3922",12118,2012
"3923",12119,2012
"3924",11812,2014
"3925",11813,2014
"3926",11812,2019
"3927",11813,2019
"3928",11818,2013
"3929",12124,2013
"3930",11819,2018
"3931",12125,2018
"3932",11819,2024
"3933",11820,2013
"3934",11820,2014
"3935",12126,2014
"3936",11820,2018
"3937",11821,2018
"3938",11820,2021
"3939",11843,2014
"3940",11844,2014
"3941",12149,2014
"3942",12150,2014
"3943",11843,2018
"3944",11844,2018
"3945",12149,2018
"3946",12150,2018
"3947",11843,2022
"3948",11844,2022
"3949",12149,2022
"3950",12150,2022
"3951",11848,2012
"3952",11849,2012
"3953",11848,2016
"3954",11849,2016
"3955",11848,2017
"3956",11849,2017
"3957",11848,2018
"3958",12154,2018
"3959",11848,2019
"3960",11850,2012
"3961",12154,2012
"3962",12155,2012
"3963",12156,2012
"3964",11849,2014
"3965",11849,2019
"3966",12155,2019
"3967",11848,2020
"3968",11849,2020
"3969",12154,2020
"3970",12155,2020
"3971",11850,2017
"3972",11850,2018
"3973",11850,2022
"3974",11850,2024
"3975",11545,2012
"3976",11851,2012
"3977",11852,2012
"3978",11545,2018
"3979",11546,2018
"3980",11851,2018
"3981",11852,2018
"3982",11851,2024
"3983",11852,2024
"3984",11852,2015
"3985",12158,2015
"3986",11852,2022
"3987",11853,2022
"3988",12158,2022
"3989",12159,2022
"3990",11852,2023
"3991",11854,2018
"3992",11855,2018
"3993",11854,2023
"3994",12160,2023
"3995",11856,2012
"3996",11551,2023
"3997",11857,2023
"3998",11857,2024
"3999",11858,2020
"4000",11553,2012
"4001",11859,2012
"4002",11858,2013
"4003",11859,2015
"4004",11858,2018
"4005",11859,2018
"4006",11552,2019
"4007",11553,2019
"4008",11858,2019
"4009",11859,2019
"4010",11859,2020
"4011",11859,2023
"4012",11860,2010
"4013",11861,2010
"4014",11860,2012
"4015",11861,2012
"4016",11861,2013
"4017",12166,2013
"4018",12167,2013
"4019",11860,2016
"4020",11860,2018
"4021",11989,2021
"4022",12295,2021
"4023",11995,2013
"4024",11996,2013
"4025",12301,2013
"4026",12302,2013
"4027",11995,2014
"4028",11996,2014
"4029",12301,2014
"4030",12302,2014
"4031",11995,2017
"4032",11996,2017
"4033",12301,2017
"4034",12302,2017
"4035",11995,2019
"4036",11996,2019
"4037",12301,2019
"4038",12302,2019
"4039",11690,2012
"4040",11691,2012
"4041",11996,2012
"4042",11997,2012
"4043",11690,2023
"4044",11691,2023
"4045",11996,2023
"4046",11997,2023
"4047",12001,2023
"4048",12004,2010
"4049",12005,2010
"4050",12310,2010
"4051",12311,2010
"4052",12004,2011
"4053",12005,2011
"4054",12004,2012
"4055",12005,2012
"4056",12310,2012
"4057",12311,2012
"4058",12005,2015
"4059",12004,2017
"4060",12004,2019
"4061",12005,2019
"4062",11698,2020
"4063",11699,2020
"4064",12004,2020
"4065",12005,2020
"4066",12004,2022
"4067",12005,2022
"4068",12004,2023
"4069",12005,2023
"4070",11700,2013
"4071",12005,2013
"4072",12006,2013
"4073",12311,2013
"4074",12312,2013
"4075",12005,2014
"4076",12006,2014
"4077",12004,2016
"4078",12005,2016
"4079",12310,2016
"4080",12311,2016
"4081",12005,2017
"4082",12310,2018
"4083",12311,2018
"4084",12006,2019
"4085",12311,2020
"4086",12006,2016
"4087",12006,2018
"4088",12006,2022
"4089",12006,2023
"4090",12005,2024
"4091",12006,2024
"4092",12007,2010
"4093",11700,2011
"4094",11701,2011
"4095",12006,2011
"4096",12007,2011
"4097",12006,2012
"4098",12007,2012
"4099",11701,2013
"4100",12007,2013
"4101",11701,2014
"4102",12007,2014
"4103",12008,2014
"4104",11701,2017
"4105",12007,2017
"4106",12007,2018
"4107",12007,2019
"4108",11701,2021
"4109",12007,2021
"4110",12313,2012
"4111",12314,2012
"4112",12313,2013
"4113",12314,2013
"4114",12008,2021
"4115",11702,2022
"4116",12008,2022
"4117",11703,2023
"4118",12008,2023
"4119",12009,2023
"4120",12009,2010
"4121",12009,2011
"4122",12009,2012
"4123",12009,2013
"4124",12009,2014
"4125",12009,2015
"4126",12009,2016
"4127",12009,2017
"4128",12009,2018
"4129",12009,2019
"4130",12009,2020
"4131",12315,2020
"4132",12009,2021
"4133",12010,2023
"4134",11706,2013
"4135",12012,2013
"4136",12318,2013
"4137",12012,2018
"4138",12012,2019
"4139",12318,2019
"4140",12012,2020
"4141",12318,2020
"4142",12012,2021
"4143",12318,2021
"4144",11710,2020
"4145",12015,2020
"4146",12016,2020
"4147",12045,2012
"4148",12048,2015
"4149",12047,2024
"4150",12048,2024
"4151",12054,2015
"4152",12055,2015
"4153",12360,2015
"4154",12361,2015
"4155",12054,2016
"4156",12055,2016
"4157",12360,2016
"4158",12361,2016
"4159",12054,2017
"4160",12360,2017
"4161",12054,2018
"4162",12055,2018
"4163",12360,2018
"4164",12361,2018
"4165",12054,2020
"4166",12055,2020
"4167",12360,2020
"4168",12361,2020
"4169",12054,2022
"4170",12360,2022
"4171",12054,2023
"4172",12360,2023
"4173",12054,2024
"4174",12360,2024
"4175",12059,2014
"4176",12060,2014
"4177",12365,2014
"4178",12366,2014
"4179",12064,2015
"4180",12065,2015
"4181",12371,2015
"4182",12065,2019
"4183",12371,2019
"4184",12065,2022
"4185",12371,2022
"4186",12065,2014
"4187",12066,2014
"4188",12065,2016
"4189",12066,2016
"4190",12066,2017
"4191",12067,2017
"4192",12372,2017
"4193",12065,2018
"4194",12066,2018
"4195",12066,2019
"4196",12065,2020
"4197",12066,2020
"4198",12065,2021
"4199",12066,2021
"4200",12066,2022
"4201",12067,2022
"4202",12097,2023
"4203",11792,2021
"4204",12098,2021
"4205",11792,2022
"4206",12098,2022
"4207",12116,2014
"4208",12123,2024
"4209",12126,2022
"4210",12126,2023
"4211",12125,2024
"4212",12126,2024
"4213",12431,2024
"4214",12432,2024
"4215",12128,2019
"4216",12131,2015
"4217",12132,2015
"4218",12131,2016
"4219",12131,2020
"4220",12131,2022
"4221",12131,2023
"4222",11825,2014
"4223",11826,2014
"4224",12131,2014
"4225",12132,2014
"4226",12132,2016
"4227",12132,2019
"4228",11848,2015
"4229",11849,2015
"4230",12154,2015
"4231",12155,2015
"4232",12154,2017
"4233",12154,2019
"4234",12153,2023
"4235",12154,2023
"4236",12459,2023
"4237",12460,2023
"4238",11848,2024
"4239",12154,2024
"4240",12155,2010
"4241",12156,2010
"4242",12461,2010
"4243",12462,2010
"4244",12461,2012
"4245",12462,2012
"4246",11848,2013
"4247",11849,2013
"4248",11850,2013
"4249",12154,2013
"4250",12155,2013
"4251",12156,2013
"4252",12461,2013
"4253",12462,2013
"4254",12155,2014
"4255",12156,2014
"4256",12461,2014
"4257",12462,2014
"4258",12155,2016
"4259",12156,2016
"4260",12461,2016
"4261",12462,2016
"4262",12155,2017
"4263",12156,2017
"4264",12461,2017
"4265",12462,2017
"4266",12155,2018
"4267",12156,2018
"4268",12156,2019
"4269",12461,2019
"4270",12462,2019
"4271",12155,2021
"4272",12155,2022
"4273",12156,2022
"4274",12155,2023
"4275",12156,2023
"4276",12461,2023
"4277",12462,2023
"4278",12156,2015
"4279",11849,2018
"4280",11850,2019
"4281",12157,2022
"4282",12461,2022
"4283",12462,2022
"4284",12157,2010
"4285",12156,2011
"4286",12157,2011
"4287",12157,2012
"4288",12463,2012
"4289",12157,2013
"4290",12157,2014
"4291",12157,2015
"4292",12157,2017
"4293",12157,2019
"4294",12157,2020
"4295",12463,2020
"4296",12157,2023
"4297",12158,2023
"4298",11852,2011
"4299",12158,2011
"4300",12159,2011
"4301",12464,2011
"4302",12158,2012
"4303",12158,2013
"4304",12158,2014
"4305",12159,2015
"4306",12464,2015
"4307",12157,2016
"4308",12158,2016
"4309",11852,2017
"4310",12158,2017
"4311",12159,2017
"4312",12158,2018
"4313",11852,2019
"4314",12158,2019
"4315",12159,2019
"4316",12464,2019
"4317",11852,2020
"4318",12158,2020
"4319",12159,2020
"4320",12464,2020
"4321",12158,2021
"4322",12159,2023
"4323",12159,2024
"4324",12162,2017
"4325",12163,2017
"4326",12164,2017
"4327",12469,2017
"4328",12470,2017
"4329",12163,2020
"4330",12162,2021
"4331",12163,2021
"4332",12164,2021
"4333",12469,2021
"4334",12470,2021
"4335",12163,2022
"4336",12164,2012
"4337",12165,2012
"4338",12164,2022
"4339",12165,2022
"4340",11859,2024
"4341",12165,2024
"4342",12284,2018
"4343",12284,2023
"4344",12285,2023
"4345",12285,2018
"4346",12285,2019
"4347",12295,2011
"4348",12295,2015
"4349",11989,2016
"4350",12295,2016
"4351",12295,2017
"4352",12296,2017
"4353",12301,2016
"4354",12302,2021
"4355",12303,2021
"4356",12608,2021
"4357",12609,2021
"4358",12305,2012
"4359",12306,2012
"4360",12305,2013
"4361",12306,2013
"4362",12611,2013
"4363",12612,2013
"4364",12305,2014
"4365",12306,2014
"4366",12305,2017
"4367",12306,2017
"4368",12305,2019
"4369",12306,2019
"4370",12305,2023
"4371",12306,2023
"4372",12305,2024
"4373",12306,2024
"4374",12003,2021
"4375",12309,2021
"4376",12310,2013
"4377",12310,2015
"4378",12616,2015
"4379",12310,2017
"4380",12616,2017
"4381",12310,2020
"4382",12310,2022
"4383",12310,2023
"4384",12316,2011
"4385",12316,2012
"4386",12316,2013
"4387",12316,2016
"4388",12622,2016
"4389",12317,2011
"4390",12317,2013
"4391",12623,2013
"4392",12624,2013
"4393",12317,2015
"4394",12316,2017
"4395",12317,2017
"4396",12623,2017
"4397",12317,2018
"4398",12316,2019
"4399",12317,2019
"4400",12316,2021
"4401",12317,2021
"4402",12318,2017
"4403",12319,2020
"4404",12012,2022
"4405",12318,2022
"4406",12318,2023
"4407",12013,2010
"4408",12014,2010
"4409",12319,2010
"4410",12320,2010
"4411",12625,2010
"4412",12626,2010
"4413",12319,2013
"4414",12320,2013
"4415",12014,2017
"4416",12319,2017
"4417",12320,2017
"4418",12625,2017
"4419",12626,2017
"4420",12013,2018
"4421",12319,2018
"4422",12319,2019
"4423",12320,2019
"4424",12320,2020
"4425",12013,2021
"4426",12014,2021
"4427",12319,2021
"4428",12320,2021
"4429",12319,2022
"4430",12013,2024
"4431",12014,2024
"4432",12319,2024
"4433",12320,2024
"4434",12323,2020
"4435",12324,2020
"4436",12629,2020
"4437",12630,2020
"4438",12339,2019
"4439",12340,2019
"4440",12645,2019
"4441",12646,2019
"4442",12033,2020
"4443",12339,2020
"4444",12350,2011
"4445",12656,2011
"4446",12350,2013
"4447",12656,2013
"4448",12350,2015
"4449",12656,2015
"4450",12350,2021
"4451",12656,2021
"4452",12350,2024
"4453",12656,2024
"4454",12355,2011
"4455",12357,2016
"4456",12358,2016
"4457",12051,2017
"4458",12052,2017
"4459",12357,2017
"4460",12358,2017
"4461",12051,2018
"4462",12357,2018
"4463",12358,2018
"4464",12357,2020
"4465",12358,2020
"4466",12357,2022
"4467",12358,2022
"4468",12358,2015
"4469",12051,2024
"4470",12052,2024
"4471",12357,2024
"4472",12358,2024
"4473",12055,2014
"4474",12361,2014
"4475",12055,2017
"4476",12361,2017
"4477",12055,2019
"4478",12361,2019
"4479",12361,2021
"4480",12055,2023
"4481",12361,2023
"4482",12060,2013
"4483",12061,2013
"4484",12366,2013
"4485",12367,2013
"4486",12065,2013
"4487",12066,2013
"4488",12371,2013
"4489",12372,2013
"4490",12371,2014
"4491",12372,2014
"4492",12371,2016
"4493",12372,2016
"4494",12371,2018
"4495",12372,2018
"4496",12371,2020
"4497",12372,2020
"4498",12371,2021
"4499",12372,2021
"4500",12372,2022
"4501",12374,2018
"4502",12374,2022
"4503",12375,2022
"4504",12680,2022
"4505",12681,2022
"4506",12377,2021
"4507",12378,2021
"4508",12410,2011
"4509",12716,2011
"4510",12410,2012
"4511",12716,2012
"4512",12409,2013
"4513",12410,2013
"4514",12715,2013
"4515",12716,2013
"4516",12409,2016
"4517",12410,2016
"4518",12715,2016
"4519",12716,2016
"4520",12409,2019
"4521",12410,2019
"4522",12715,2019
"4523",12716,2019
"4524",12409,2021
"4525",12410,2021
"4526",12716,2021
"4527",12420,2022
"4528",12425,2019
"4529",12427,2021
"4530",12430,2016
"4531",12126,2012
"4532",12431,2012
"4533",12432,2012
"4534",12432,2018
"4535",12432,2020
"4536",12125,2023
"4537",12431,2023
"4538",12432,2023
"4539",12126,2011
"4540",12127,2011
"4541",12432,2011
"4542",12433,2011
"4543",12126,2015
"4544",12127,2015
"4545",12432,2015
"4546",12433,2015
"4547",12127,2016
"4548",12433,2016
"4549",12126,2017
"4550",12127,2017
"4551",12432,2017
"4552",12433,2017
"4553",12126,2018
"4554",12127,2018
"4555",12433,2018
"4556",12439,2019
"4557",12440,2019
"4558",12745,2019
"4559",12746,2019
"4560",12450,2021
"4561",12143,2022
"4562",12144,2022
"4563",12449,2022
"4564",12450,2022
"4565",12460,2014
"4566",12766,2014
"4567",12767,2014
"4568",12460,2015
"4569",12461,2015
"4570",12766,2015
"4571",12767,2015
"4572",12460,2016
"4573",12766,2016
"4574",12767,2016
"4575",12460,2018
"4576",12461,2018
"4577",12766,2018
"4578",12767,2018
"4579",12460,2019
"4580",12766,2019
"4581",12767,2019
"4582",12460,2022
"4583",12766,2022
"4584",12767,2022
"4585",12766,2023
"4586",12767,2023
"4587",12460,2013
"4588",12462,2015
"4589",12461,2020
"4590",12463,2013
"4591",12768,2013
"4592",12156,2020
"4593",12462,2020
"4594",12463,2022
"4595",12463,2018
"4596",12157,2024
"4597",12158,2024
"4598",12463,2024
"4599",12464,2024
"4600",12464,2012
"4601",12464,2013
"4602",12464,2016
"4603",12464,2018
"4604",12464,2022
"4605",12471,2014
"4606",12471,2022
"4607",12164,2024
"4608",12470,2024
"4609",12471,2024
"4610",12472,2024
"4611",12301,2012
"4612",12302,2012
"4613",12607,2012
"4614",12608,2012
"4615",12608,2019
"4616",12302,2020
"4617",12608,2020
"4618",12310,2024
"4619",12615,2024
"4620",12616,2024
"4621",12619,2012
"4622",12620,2012
"4623",12621,2012
"4624",12620,2013
"4625",12621,2013
"4626",12313,2014
"4627",12314,2014
"4628",12619,2014
"4629",12620,2014
"4630",12620,2015
"4631",12619,2018
"4632",12620,2018
"4633",12621,2018
"4634",12926,2018
"4635",12927,2018
"4636",12620,2019
"4637",12313,2021
"4638",12314,2021
"4639",12619,2021
"4640",12620,2021
"4641",12620,2023
"4642",12622,2012
"4643",12623,2012
"4644",12928,2012
"4645",12929,2012
"4646",12622,2013
"4647",12622,2014
"4648",12622,2015
"4649",12928,2016
"4650",12622,2018
"4651",12622,2019
"4652",12623,2019
"4653",12621,2020
"4654",12622,2020
"4655",12621,2021
"4656",12622,2021
"4657",12622,2022
"4658",12928,2022
"4659",12622,2024
"4660",12623,2014
"4661",12928,2014
"4662",12929,2014
"4663",12623,2015
"4664",12623,2018
"4665",12928,2019
"4666",12929,2019
"4667",12623,2021
"4668",12625,2024
"4669",12335,2012
"4670",12336,2012
"4671",12641,2012
"4672",12642,2012
"4673",12654,2024
"4674",12655,2024
"4675",12656,2010
"4676",12657,2010
"4677",12656,2014
"4678",12657,2014
"4679",12656,2016
"4680",12657,2016
"4681",12661,2011
"4682",12661,2017
"4683",12662,2011
"4684",12663,2011
"4685",12662,2013
"4686",12662,2014
"4687",12663,2014
"4688",12662,2015
"4689",12663,2015
"4690",12662,2018
"4691",12662,2019
"4692",12356,2024
"4693",12662,2024
"4694",12665,2024
"4695",12666,2024
"4696",12682,2022
"4697",12683,2022
"4698",12988,2022
"4699",12989,2022
"4700",12684,2022
"4701",12685,2022
"4702",12686,2020
"4703",12687,2020
"4704",12730,2022
"4705",12731,2022
"4706",13036,2022
"4707",13037,2022
"4708",12735,2021
"4709",13041,2021
"4710",12735,2022
"4711",13041,2022
"4712",12735,2023
"4713",13041,2023
"4714",12735,2024
"4715",13041,2024
"4716",12737,2013
"4717",12738,2013
"4718",13043,2013
"4719",13044,2013
"4720",12737,2014
"4721",12738,2014
"4722",12737,2015
"4723",12738,2015
"4724",13043,2015
"4725",13044,2015
"4726",12737,2016
"4727",12738,2016
"4728",13043,2016
"4729",13044,2016
"4730",12737,2022
"4731",12737,2023
"4732",12738,2023
"4733",12737,2024
"4734",12738,2024
"4735",12738,2011
"4736",12739,2011
"4737",13044,2011
"4738",13045,2011
"4739",12433,2012
"4740",12738,2012
"4741",12739,2012
"4742",12432,2013
"4743",12433,2013
"4744",12739,2013
"4745",12738,2018
"4746",12739,2018
"4747",12739,2021
"4748",12450,2016
"4749",12451,2016
"4750",12756,2016
"4751",12757,2016
"4752",12756,2017
"4753",12761,2013
"4754",12762,2013
"4755",12761,2024
"4756",12762,2024
"4757",13068,2024
"4758",12460,2012
"4759",12766,2012
"4760",12767,2012
"4761",12767,2024
"4762",12768,2012
"4763",12769,2012
"4764",12769,2017
"4765",12462,2018
"4766",12768,2018
"4767",12769,2018
"4768",12770,2018
"4769",12769,2020
"4770",12769,2022
"4771",12463,2023
"4772",12769,2023
"4773",12769,2024
"4774",12465,2018
"4775",12466,2018
"4776",12467,2018
"4777",12771,2018
"4778",12772,2018
"4779",12773,2018
"4780",12773,2013
"4781",12773,2017
"4782",12774,2017
"4783",12774,2011
"4784",12775,2011
"4785",13080,2011
"4786",13081,2011
"4787",12774,2013
"4788",12773,2014
"4789",12774,2014
"4790",12773,2015
"4791",12774,2015
"4792",12773,2016
"4793",12774,2016
"4794",12773,2020
"4795",12774,2020
"4796",12773,2023
"4797",12774,2023
"4798",13079,2023
"4799",13080,2023
"4800",12775,2012
"4801",12775,2014
"4802",12775,2021
"4803",12776,2021
"4804",13081,2021
"4805",13082,2021
"4806",12775,2022
"4807",13081,2022
"4808",12914,2016
"4809",12915,2016
"4810",12611,2011
"4811",12612,2011
"4812",12917,2011
"4813",12918,2011
"4814",12918,2012
"4815",12918,2013
"4816",12611,2014
"4817",12612,2014
"4818",12917,2014
"4819",12918,2014
"4820",12918,2016
"4821",12611,2018
"4822",12612,2018
"4823",12917,2018
"4824",12918,2018
"4825",12917,2019
"4826",12918,2019
"4827",12917,2023
"4828",12918,2023
"4829",12918,2024
"4830",12923,2018
"4831",12923,2023
"4832",12926,2010
"4833",12927,2010
"4834",12926,2011
"4835",12927,2011
"4836",12926,2012
"4837",12927,2012
"4838",13232,2012
"4839",13233,2012
"4840",12927,2013
"4841",12927,2014
"4842",12927,2015
"4843",13233,2015
"4844",12927,2016
"4845",12926,2017
"4846",12927,2017
"4847",13232,2017
"4848",13233,2017
"4849",12927,2020
"4850",12926,2021
"4851",12927,2021
"4852",12926,2022
"4853",12927,2022
"4854",12927,2024
"4855",12623,2010
"4856",12929,2010
"4857",12623,2011
"4858",12929,2011
"4859",12929,2013
"4860",13235,2013
"4861",12624,2014
"4862",12930,2014
"4863",12928,2015
"4864",12929,2015
"4865",12929,2016
"4866",12929,2017
"4867",12623,2020
"4868",12928,2020
"4869",12929,2020
"4870",12929,2021
"4871",12929,2022
"4872",12623,2024
"4873",12928,2024
"4874",12929,2024
"4875",12939,2016
"4876",12940,2016
"4877",13245,2016
"4878",13246,2016
"4879",12940,2020
"4880",12941,2020
"4881",13246,2020
"4882",13247,2020
"4883",12940,2022
"4884",12941,2022
"4885",13246,2022
"4886",13247,2022
"4887",12634,2024
"4888",12940,2024
"4889",12940,2018
"4890",12941,2018
"4891",12950,2012
"4892",12950,2013
"4893",12961,2018
"4894",12962,2018
"4895",13267,2018
"4896",13268,2018
"4897",12964,2016
"4898",12975,2018
"4899",12975,2019
"4900",12682,2017
"4901",12987,2017
"4902",12988,2017
"4903",12989,2017
"4904",12682,2019
"4905",12987,2019
"4906",12988,2019
"4907",12989,2019
"4908",12992,2019
"4909",12992,2021
"4910",12993,2018
"4911",12993,2020
"4912",13001,2015
"4913",13307,2015
"4914",13043,2019
"4915",13044,2019
"4916",13043,2021
"4917",13043,2022
"4918",13044,2018
"4919",13044,2020
"4920",13062,2017
"4921",13067,2011
"4922",13068,2011
"4923",13067,2014
"4924",13068,2014
"4925",13067,2021
"4926",13068,2021
"4927",13068,2010
"4928",13069,2014
"4929",13374,2014
"4930",13068,2016
"4931",13069,2016
"4932",13067,2017
"4933",13068,2017
"4934",13067,2018
"4935",13068,2018
"4936",13069,2018
"4937",13373,2018
"4938",13374,2018
"4939",13068,2022
"4940",13068,2023
"4941",13069,2023
"4942",13070,2023
"4943",13374,2023
"4944",13375,2023
"4945",13376,2023
"4946",12763,2024
"4947",13069,2024
"4948",13075,2016
"4949",12769,2019
"4950",13075,2019
"4951",13075,2023
"4952",13075,2024
"4953",13075,2022
"4954",13076,2022
"4955",12771,2015
"4956",12772,2015
"4957",13077,2015
"4958",13078,2015
"4959",13078,2020
"4960",13080,2013
"4961",13079,2016
"4962",13080,2016
"4963",13385,2016
"4964",13386,2016
"4965",13080,2017
"4966",13081,2017
"4967",12774,2018
"4968",13080,2018
"4969",13079,2021
"4970",13080,2021
"4971",13385,2021
"4972",13386,2021
"4973",13082,2011
"4974",13386,2011
"4975",13387,2011
"4976",13081,2012
"4977",13082,2012
"4978",13387,2012
"4979",13388,2012
"4980",12775,2013
"4981",13081,2013
"4982",13081,2014
"4983",13387,2014
"4984",13081,2015
"4985",13081,2016
"4986",13081,2018
"4987",13387,2018
"4988",13081,2019
"4989",13387,2019
"4990",13081,2020
"4991",13387,2020
"4992",13387,2021
"4993",13081,2024
"4994",13387,2024
"4995",13082,2014
"4996",13388,2014
"4997",13082,2019
"4998",13388,2019
"4999",13082,2022
"5000",13387,2022
"5001",13388,2022
"5002",13083,2011
"5003",13083,2012
"5004",13082,2013
"5005",13083,2013
"5006",13388,2013
