"","cell","year"
"14313",27935,2021
"14314",28240,2021
"14315",27933,2023
"14316",27934,2023
"14317",27935,2023
"14318",27933,2024
"14319",27934,2024
"14320",27976,2018
"14321",27977,2018
"14322",27977,2024
"14323",27996,2016
"14324",27997,2016
"14325",27998,2017
"14326",27998,2023
"14327",28014,2020
"14328",28015,2020
"14329",28016,2013
"14330",27710,2015
"14331",27711,2015
"14332",28016,2015
"14333",28017,2015
"14334",28322,2015
"14335",28016,2016
"14336",27711,2018
"14337",28017,2018
"14338",28016,2019
"14339",28016,2021
"14340",28017,2021
"14341",27710,2022
"14342",27711,2022
"14343",28016,2022
"14344",28017,2022
"14345",28017,2020
"14346",28018,2020
"14347",28018,2021
"14348",28040,2017
"14349",28041,2017
"14350",28062,2014
"14351",28063,2014
"14352",28062,2024
"14353",28063,2024
"14354",28368,2024
"14355",28369,2024
"14356",28069,2016
"14357",28070,2016
"14358",28375,2016
"14359",28376,2016
"14360",28071,2014
"14361",28071,2016
"14362",28074,2023
"14363",28079,2023
"14364",28080,2023
"14365",28385,2023
"14366",28386,2023
"14367",28079,2012
"14368",28080,2012
"14369",28079,2013
"14370",28080,2013
"14371",28385,2013
"14372",28386,2013
"14373",28079,2014
"14374",28080,2014
"14375",28079,2016
"14376",28080,2016
"14377",27773,2020
"14378",28079,2020
"14379",28080,2020
"14380",28079,2024
"14381",28080,2024
"14382",28082,2018
"14383",28083,2018
"14384",28388,2018
"14385",28389,2018
"14386",28083,2013
"14387",28084,2013
"14388",28089,2023
"14389",28090,2023
"14390",28089,2024
"14391",28091,2019
"14392",28093,2024
"14393",27788,2013
"14394",28094,2013
"14395",27788,2016
"14396",28094,2016
"14397",27788,2018
"14398",27789,2018
"14399",28094,2018
"14400",28095,2018
"14401",28099,2018
"14402",28100,2018
"14403",27795,2020
"14404",28101,2020
"14405",28112,2015
"14406",28112,2021
"14407",28113,2021
"14408",28112,2023
"14409",28113,2023
"14410",28113,2011
"14411",28113,2012
"14412",28114,2012
"14413",28113,2013
"14414",28114,2013
"14415",28112,2014
"14416",28113,2014
"14417",28114,2014
"14418",28113,2015
"14419",28114,2015
"14420",28113,2016
"14421",28113,2020
"14422",28114,2020
"14423",28114,2021
"14424",28137,2018
"14425",28139,2010
"14426",28139,2011
"14427",27832,2012
"14428",27833,2012
"14429",28138,2012
"14430",28139,2012
"14431",28139,2013
"14432",28139,2014
"14433",28139,2015
"14434",27832,2018
"14435",27833,2018
"14436",28138,2018
"14437",28139,2018
"14438",27832,2019
"14439",27833,2019
"14440",28138,2019
"14441",28139,2019
"14442",27833,2020
"14443",27834,2020
"14444",28139,2020
"14445",28140,2020
"14446",27832,2021
"14447",27833,2021
"14448",28138,2021
"14449",28139,2021
"14450",27832,2022
"14451",27833,2022
"14452",28138,2022
"14453",28139,2022
"14454",27833,2023
"14455",28139,2023
"14456",27833,2024
"14457",28139,2024
"14458",28141,2020
"14459",27901,2020
"14460",28207,2020
"14461",28208,2022
"14462",27901,2023
"14463",28207,2023
"14464",27902,2020
"14465",28208,2020
"14466",28208,2023
"14467",28211,2024
"14468",28213,2021
"14469",28214,2021
"14470",28519,2021
"14471",28520,2021
"14472",28220,2017
"14473",28219,2020
"14474",28220,2020
"14475",28219,2023
"14476",28220,2023
"14477",28219,2024
"14478",28220,2024
"14479",28222,2018
"14480",28240,2015
"14481",27934,2022
"14482",28240,2022
"14483",28242,2017
"14484",28271,2011
"14485",28577,2011
"14486",27966,2016
"14487",27967,2016
"14488",28272,2016
"14489",28273,2016
"14490",27966,2020
"14491",27967,2020
"14492",28272,2020
"14493",28273,2020
"14494",28272,2023
"14495",28273,2023
"14496",28273,2014
"14497",28579,2014
"14498",28579,2023
"14499",28274,2015
"14500",28274,2022
"14501",28274,2024
"14502",28275,2024
"14503",28277,2012
"14504",28277,2016
"14505",28277,2022
"14506",28277,2024
"14507",28281,2013
"14508",28281,2014
"14509",28281,2023
"14510",28282,2023
"14511",28284,2024
"14512",27988,2023
"14513",27989,2023
"14514",28293,2023
"14515",28294,2023
"14516",28295,2023
"14517",28295,2015
"14518",28294,2020
"14519",28295,2020
"14520",28600,2020
"14521",28601,2020
"14522",28304,2017
"14523",28306,2017
"14524",28306,2018
"14525",28306,2020
"14526",28308,2017
"14527",28308,2019
"14528",28614,2019
"14529",28308,2020
"14530",28614,2020
"14531",28308,2023
"14532",28309,2017
"14533",28615,2017
"14534",28309,2018
"14535",28309,2019
"14536",28309,2020
"14537",28309,2021
"14538",28320,2023
"14539",28321,2023
"14540",28015,2019
"14541",28321,2019
"14542",28321,2024
"14543",28322,2022
"14544",28628,2022
"14545",28017,2023
"14546",28322,2023
"14547",28323,2023
"14548",28324,2022
"14549",28325,2018
"14550",28326,2018
"14551",28363,2023
"14552",28364,2023
"14553",28669,2023
"14554",28670,2023
"14555",28374,2023
"14556",28374,2024
"14557",28376,2021
"14558",28376,2024
"14559",28381,2023
"14560",28386,2016
"14561",28402,2018
"14562",28403,2018
"14563",28708,2018
"14564",28709,2018
"14565",28103,2012
"14566",28408,2012
"14567",28409,2012
"14568",28102,2019
"14569",28103,2019
"14570",28408,2019
"14571",28409,2019
"14572",28408,2021
"14573",28409,2021
"14574",28409,2024
"14575",28409,2016
"14576",28410,2016
"14577",28410,2019
"14578",28410,2023
"14579",28410,2024
"14580",28411,2024
"14581",28413,2017
"14582",28413,2018
"14583",28413,2019
"14584",28413,2022
"14585",28140,2015
"14586",28445,2015
"14587",28446,2015
"14588",28140,2019
"14589",28446,2019
"14590",28445,2020
"14591",28446,2020
"14592",28526,2024
"14593",28543,2014
"14594",28544,2014
"14595",28849,2014
"14596",28850,2014
"14597",28543,2015
"14598",28544,2015
"14599",28849,2015
"14600",28850,2015
"14601",28543,2018
"14602",28544,2018
"14603",28849,2018
"14604",28850,2018
"14605",28272,2013
"14606",28273,2013
"14607",28578,2013
"14608",28579,2013
"14609",28272,2021
"14610",28273,2021
"14611",28578,2021
"14612",28579,2021
"14613",28583,2022
"14614",28610,2020
"14615",28308,2018
"14616",28614,2018
"14617",28614,2021
"14618",28615,2019
"14619",28615,2020
"14620",28615,2023
"14621",28615,2024
"14622",28616,2018
"14623",28616,2020
"14624",28616,2023
"14625",28616,2024
"14626",28311,2018
"14627",28617,2018
"14628",28618,2018
"14629",28617,2019
"14630",28617,2020
"14631",28618,2020
"14632",28617,2021
"14633",28317,2021
"14634",28318,2021
"14635",28623,2021
"14636",28624,2021
"14637",28626,2022
"14638",28627,2022
"14639",28932,2022
"14640",28933,2022
"14641",28627,2015
"14642",28628,2015
"14643",28322,2020
"14644",28628,2020
"14645",28628,2021
"14646",28628,2023
"14647",28629,2023
"14648",28934,2023
"14649",28935,2023
"14650",28645,2018
"14651",28672,2013
"14652",28671,2023
"14653",28672,2023
"14654",28683,2023
"14655",28377,2024
"14656",28682,2024
"14657",28683,2024
"14658",28684,2024
"14659",28686,2024
"14660",28687,2024
"14661",28692,2016
"14662",28693,2016
"14663",28693,2019
"14664",28692,2024
"14665",28693,2024
"14666",28700,2016
"14667",28701,2016
"14668",29006,2016
"14669",29007,2016
"14670",28717,2017
"14671",28718,2017
"14672",28412,2016
"14673",28718,2016
"14674",28719,2016
"14675",28720,2016
"14676",29026,2016
"14677",28729,2021
"14678",28736,2017
"14679",28737,2017
"14680",28739,2017
"14681",29045,2017
"14682",28741,2018
"14683",28741,2019
"14684",29047,2019
"14685",28743,2014
"14686",29049,2014
"14687",28743,2022
"14688",28745,2013
"14689",28746,2013
"14690",28745,2015
"14691",28746,2015
"14692",28749,2010
"14693",28748,2015
"14694",28749,2015
"14695",29054,2015
"14696",29055,2015
"14697",28748,2016
"14698",28749,2016
"14699",28748,2018
"14700",28749,2018
"14701",29054,2018
"14702",29055,2018
"14703",28749,2019
"14704",28749,2020
"14705",28749,2022
"14706",28443,2023
"14707",28748,2023
"14708",28749,2023
"14709",28750,2023
"14710",28748,2024
"14711",28749,2024
"14712",28750,2015
"14713",28750,2019
"14714",28751,2019
"14715",28445,2012
"14716",28750,2012
"14717",28751,2012
"14718",28752,2012
"14719",29057,2012
"14720",28751,2014
"14721",28752,2014
"14722",29057,2014
"14723",29058,2014
"14724",28751,2015
"14725",29057,2015
"14726",28750,2016
"14727",28751,2016
"14728",28752,2016
"14729",29056,2016
"14730",29057,2016
"14731",29058,2016
"14732",28445,2017
"14733",28446,2017
"14734",28751,2017
"14735",28752,2017
"14736",29057,2017
"14737",28751,2018
"14738",29057,2018
"14739",28752,2019
"14740",29056,2019
"14741",29057,2019
"14742",29058,2019
"14743",28751,2022
"14744",28752,2022
"14745",29057,2022
"14746",29058,2022
"14747",28446,2012
"14748",28447,2012
"14749",28753,2012
"14750",28752,2015
"14751",28753,2015
"14752",29058,2015
"14753",29059,2015
"14754",28752,2018
"14755",29059,2012
"14756",28753,2017
"14757",28754,2017
"14758",29059,2017
"14759",29060,2017
"14760",28447,2019
"14761",28753,2019
"14762",28447,2021
"14763",28448,2021
"14764",28752,2021
"14765",28753,2021
"14766",28754,2021
"14767",28447,2022
"14768",28448,2022
"14769",28753,2022
"14770",28754,2022
"14771",29059,2022
"14772",28753,2024
"14773",28756,2017
"14774",28756,2018
"14775",29062,2018
"14776",28756,2019
"14777",28756,2023
"14778",28757,2019
"14779",28758,2019
"14780",29063,2019
"14781",29064,2019
"14782",28757,2021
"14783",28759,2016
"14784",28760,2016
"14785",28832,2018
"14786",28833,2018
"14787",28848,2024
"14788",28853,2021
"14789",28885,2024
"14790",28886,2024
"14791",28890,2012
"14792",28891,2012
"14793",28890,2014
"14794",28891,2014
"14795",28890,2018
"14796",28891,2018
"14797",28890,2019
"14798",28891,2019
"14799",28890,2022
"14800",28891,2022
"14801",29196,2022
"14802",29197,2022
"14803",28894,2015
"14804",28895,2015
"14805",29200,2015
"14806",29201,2015
"14807",28895,2012
"14808",28896,2012
"14809",28896,2015
"14810",28915,2018
"14811",28914,2022
"14812",28915,2022
"14813",29220,2022
"14814",29221,2022
"14815",28915,2023
"14816",29221,2023
"14817",28914,2024
"14818",28915,2024
"14819",28916,2024
"14820",29220,2024
"14821",29221,2024
"14822",29222,2024
"14823",28916,2018
"14824",29222,2018
"14825",28920,2022
"14826",28921,2017
"14827",28921,2021
"14828",28922,2021
"14829",28614,2023
"14830",28920,2023
"14831",28921,2023
"14832",28921,2024
"14833",28616,2019
"14834",28922,2019
"14835",28923,2019
"14836",28922,2020
"14837",28616,2021
"14838",28923,2021
"14839",28923,2020
"14840",28924,2020
"14841",28927,2020
"14842",28928,2020
"14843",28626,2020
"14844",28627,2020
"14845",28932,2020
"14846",28933,2020
"14847",28934,2016
"14848",28934,2018
"14849",28934,2019
"14850",28934,2020
"14851",28934,2021
"14852",28935,2020
"14853",28935,2022
"14854",28936,2022
"14855",29241,2022
"14856",29242,2022
"14857",28945,2021
"14858",28972,2016
"14859",28973,2016
"14860",28973,2017
"14861",28973,2023
"14862",28986,2019
"14863",28987,2019
"14864",28992,2015
"14865",28992,2019
"14866",28992,2020
"14867",28991,2021
"14868",28992,2021
"14869",28991,2023
"14870",28992,2023
"14871",29000,2016
"14872",29001,2016
"14873",29306,2016
"14874",29307,2016
"14875",29000,2022
"14876",29002,2016
"14877",29001,2023
"14878",29002,2023
"14879",29003,2024
"14880",29004,2024
"14881",29309,2024
"14882",29310,2024
"14883",29006,2022
"14884",29007,2022
"14885",29312,2022
"14886",29313,2022
"14887",29029,2015
"14888",29029,2019
"14889",29029,2023
"14890",29030,2023
"14891",29335,2023
"14892",29336,2023
"14893",29031,2023
"14894",29337,2023
"14895",29031,2014
"14896",29032,2014
"14897",29337,2014
"14898",29338,2014
"14899",29031,2015
"14900",29032,2015
"14901",29337,2015
"14902",29338,2015
"14903",29032,2016
"14904",29338,2016
"14905",29032,2017
"14906",29338,2017
"14907",29031,2022
"14908",29032,2022
"14909",29337,2022
"14910",29338,2022
"14911",29031,2024
"14912",29032,2024
"14913",29337,2024
"14914",29338,2024
"14915",29033,2011
"14916",29034,2011
"14917",29339,2011
"14918",29340,2011
"14919",29033,2012
"14920",29034,2012
"14921",29339,2012
"14922",29340,2012
"14923",29033,2013
"14924",29034,2013
"14925",29339,2013
"14926",29340,2013
"14927",29033,2014
"14928",29034,2014
"14929",29339,2014
"14930",29340,2014
"14931",29033,2015
"14932",29034,2015
"14933",29339,2015
"14934",29340,2015
"14935",29033,2016
"14936",29034,2016
"14937",29339,2016
"14938",29340,2016
"14939",29033,2017
"14940",29034,2017
"14941",29339,2017
"14942",29340,2017
"14943",29033,2018
"14944",29034,2018
"14945",29339,2018
"14946",29340,2018
"14947",29033,2019
"14948",29034,2019
"14949",29339,2019
"14950",29340,2019
"14951",29033,2020
"14952",29034,2020
"14953",29339,2020
"14954",29340,2020
"14955",29033,2021
"14956",29339,2021
"14957",29033,2022
"14958",29034,2022
"14959",29339,2022
"14960",29340,2022
"14961",29033,2023
"14962",29034,2023
"14963",29339,2023
"14964",29340,2023
"14965",29033,2024
"14966",29339,2024
"14967",29035,2011
"14968",29036,2011
"14969",29035,2016
"14970",29035,2017
"14971",29035,2020
"14972",29035,2021
"14973",29039,2016
"14974",29039,2019
"14975",29039,2023
"14976",29039,2024
"14977",29040,2012
"14978",29041,2012
"14979",29040,2013
"14980",29041,2013
"14981",29040,2014
"14982",29041,2014
"14983",29040,2015
"14984",29041,2015
"14985",29040,2016
"14986",29040,2017
"14987",29041,2017
"14988",29040,2018
"14989",29041,2018
"14990",29040,2020
"14991",29041,2020
"14992",29040,2021
"14993",29040,2024
"14994",29041,2024
"14995",29042,2019
"14996",29043,2019
"14997",29348,2019
"14998",29041,2022
"14999",29042,2022
"15000",29042,2015
"15001",29043,2015
"15002",29348,2015
"15003",29349,2015
"15004",29043,2016
"15005",29349,2016
"15006",29043,2020
"15007",29044,2012
"15008",29044,2014
"15009",29045,2014
"15010",29044,2015
"15011",29044,2018
"15012",29044,2019
"15013",29349,2019
"15014",29350,2019
"15015",29044,2024
"15016",28739,2010
"15017",28740,2010
"15018",29045,2010
"15019",29046,2010
"15020",29045,2012
"15021",29045,2013
"15022",29045,2016
"15023",29045,2021
"15024",29044,2022
"15025",29045,2022
"15026",29046,2011
"15027",29046,2012
"15028",28740,2015
"15029",29046,2015
"15030",29046,2016
"15031",29046,2017
"15032",29046,2018
"15033",28740,2019
"15034",29046,2019
"15035",29046,2020
"15036",29047,2014
"15037",29047,2018
"15038",28741,2021
"15039",29047,2021
"15040",28740,2023
"15041",28741,2023
"15042",29046,2023
"15043",29047,2023
"15044",29049,2010
"15045",29050,2010
"15046",29049,2011
"15047",29050,2011
"15048",29355,2011
"15049",29356,2011
"15050",29049,2012
"15051",29050,2012
"15052",29049,2013
"15053",29050,2013
"15054",29355,2013
"15055",29356,2013
"15056",29050,2014
"15057",29355,2014
"15058",29356,2014
"15059",29049,2015
"15060",29050,2015
"15061",29049,2018
"15062",29050,2018
"15063",29049,2021
"15064",29050,2021
"15065",29049,2022
"15066",29050,2022
"15067",29355,2022
"15068",29356,2022
"15069",29049,2023
"15070",29050,2023
"15071",28745,2014
"15072",28746,2014
"15073",28747,2014
"15074",29051,2014
"15075",29052,2014
"15076",29053,2014
"15077",29056,2015
"15078",29055,2016
"15079",29055,2017
"15080",29056,2018
"15081",29055,2020
"15082",29056,2020
"15083",29057,2010
"15084",29057,2011
"15085",29058,2011
"15086",29363,2011
"15087",29364,2011
"15088",29057,2013
"15089",29363,2013
"15090",29363,2014
"15091",29363,2019
"15092",29057,2020
"15093",29057,2021
"15094",29057,2023
"15095",29058,2017
"15096",29059,2019
"15097",29364,2019
"15098",29365,2019
"15099",29058,2021
"15100",29058,2023
"15101",29059,2011
"15102",29060,2012
"15103",28753,2013
"15104",28754,2013
"15105",29059,2013
"15106",29060,2013
"15107",28753,2014
"15108",28754,2014
"15109",29059,2014
"15110",29060,2014
"15111",29059,2016
"15112",29059,2020
"15113",29059,2021
"15114",29060,2021
"15115",29060,2022
"15116",28753,2023
"15117",29059,2023
"15118",29060,2023
"15119",29060,2016
"15120",29059,2024
"15121",29060,2024
"15122",29061,2012
"15123",29061,2016
"15124",29062,2014
"15125",29063,2014
"15126",28756,2016
"15127",29062,2016
"15128",29063,2016
"15129",29369,2016
"15130",29063,2021
"15131",29064,2014
"15132",29065,2014
"15133",29369,2014
"15134",29370,2014
"15135",29371,2014
"15136",28758,2015
"15137",28759,2015
"15138",28760,2015
"15139",29064,2015
"15140",29065,2015
"15141",29066,2015
"15142",29064,2016
"15143",29065,2016
"15144",29066,2012
"15145",29065,2013
"15146",29066,2013
"15147",29066,2016
"15148",29066,2023
"15149",29372,2023
"15150",29114,2022
"15151",29154,2020
"15152",29158,2023
"15153",29159,2023
"15154",29182,2015
"15155",29183,2015
"15156",29488,2015
"15157",29489,2015
"15158",28885,2021
"15159",28886,2021
"15160",29191,2021
"15161",29192,2021
"15162",29213,2016
"15163",29213,2017
"15164",29220,2023
"15165",29222,2016
"15166",29226,2018
"15167",29227,2018
"15168",29532,2018
"15169",29533,2018
"15170",28920,2021
"15171",29226,2021
"15172",29227,2021
"15173",28922,2017
"15174",29227,2017
"15175",29228,2017
"15176",29228,2018
"15177",29534,2018
"15178",29231,2018
"15179",29231,2020
"15180",29232,2018
"15181",29233,2018
"15182",29538,2018
"15183",29539,2018
"15184",29234,2021
"15185",29241,2020
"15186",29242,2020
"15187",29243,2020
"15188",29547,2020
"15189",29548,2020
"15190",29549,2020
"15191",29242,2021
"15192",29548,2021
"15193",29242,2023
"15194",29548,2023
"15195",29250,2013
"15196",29251,2013
"15197",29250,2015
"15198",29251,2015
"15199",29250,2020
"15200",29251,2020
"15201",29250,2021
"15202",29251,2021
"15203",29250,2022
"15204",29251,2022
"15205",29293,2020
"15206",28987,2020
"15207",28988,2020
"15208",29294,2020
"15209",29298,2023
"15210",29299,2023
"15211",29300,2023
"15212",29304,2016
"15213",29306,2013
"15214",29305,2018
"15215",29306,2018
"15216",29306,2019
"15217",29306,2021
"15218",28999,2022
"15219",29305,2022
"15220",29306,2022
"15221",29307,2022
"15222",29000,2023
"15223",29306,2023
"15224",29307,2015
"15225",29313,2021
"15226",29314,2021
"15227",29336,2021
"15228",29337,2021
"15229",29031,2016
"15230",29337,2016
"15231",29337,2017
"15232",29338,2012
"15233",29032,2018
"15234",29337,2018
"15235",29338,2018
"15236",29338,2019
"15237",29337,2020
"15238",29338,2020
"15239",29643,2020
"15240",29644,2020
"15241",29338,2023
"15242",29037,2011
"15243",29038,2011
"15244",29343,2011
"15245",29344,2011
"15246",29649,2011
"15247",29650,2011
"15248",29344,2014
"15249",29343,2016
"15250",29344,2016
"15251",29344,2017
"15252",29344,2019
"15253",29038,2021
"15254",29343,2021
"15255",29344,2021
"15256",29650,2021
"15257",29344,2023
"15258",29343,2024
"15259",29344,2024
"15260",29042,2020
"15261",29347,2020
"15262",29348,2020
"15263",29349,2021
"15264",29043,2024
"15265",29348,2024
"15266",29349,2024
"15267",29350,2024
"15268",29350,2021
"15269",29353,2022
"15270",29363,2010
"15271",29364,2010
"15272",29363,2012
"15273",29364,2012
"15274",29669,2014
"15275",29363,2015
"15276",29364,2015
"15277",29363,2016
"15278",29363,2017
"15279",29364,2017
"15280",29363,2018
"15281",29364,2018
"15282",29363,2020
"15283",29364,2020
"15284",29363,2022
"15285",29363,2024
"15286",29365,2012
"15287",29366,2012
"15288",29365,2014
"15289",29365,2015
"15290",29366,2015
"15291",29365,2016
"15292",29366,2016
"15293",29364,2024
"15294",29365,2024
"15295",29366,2024
"15296",29067,2014
"15297",29068,2014
"15298",29373,2014
"15299",29374,2014
"15300",29067,2020
"15301",29068,2020
"15302",29373,2020
"15303",29374,2020
"15304",29373,2021
"15305",29374,2021
"15306",29067,2022
"15307",29068,2022
"15308",29373,2022
"15309",29374,2022
"15310",29373,2023
"15311",29374,2023
"15312",29069,2014
"15313",29375,2014
"15314",29424,2024
"15315",29426,2011
"15316",29426,2020
"15317",29732,2020
"15318",29426,2023
"15319",29732,2023
"15320",29435,2017
"15321",29129,2023
"15322",29130,2023
"15323",29435,2023
"15324",29436,2023
"15325",29457,2016
"15326",29457,2018
"15327",29458,2018
"15328",29763,2018
"15329",29764,2018
"15330",29456,2019
"15331",29457,2019
"15332",29763,2019
"15333",29457,2020
"15334",29458,2020
"15335",29763,2020
"15336",29764,2020
"15337",29458,2015
"15338",29459,2015
"15339",29457,2023
"15340",29458,2023
"15341",29498,2024
"15342",29498,2016
"15343",29499,2016
"15344",29504,2024
"15345",29531,2020
"15346",29532,2020
"15347",29534,2019
"15348",29840,2019
"15349",29534,2021
"15350",29539,2019
"15351",29539,2020
"15352",29539,2022
"15353",29539,2024
"15354",29547,2024
"15355",29242,2016
"15356",29548,2016
"15357",29242,2018
"15358",29548,2018
"15359",29548,2022
"15360",29548,2024
"15361",29248,2019
"15362",29249,2019
"15363",29554,2019
"15364",29555,2019
"15365",29588,2023
"15366",29590,2019
"15367",29595,2018
"15368",29901,2018
"15369",29595,2021
"15370",29596,2021
"15371",29595,2024
"15372",29596,2019
"15373",29596,2020
"15374",29596,2022
"15375",29305,2020
"15376",29611,2020
"15377",29612,2013
"15378",29918,2013
"15379",29615,2016
"15380",29616,2016
"15381",29618,2022
"15382",29645,2024
"15383",29646,2014
"15384",29647,2014
"15385",29646,2021
"15386",29647,2021
"15387",29646,2022
"15388",29647,2022
"15389",29952,2022
"15390",29953,2022
"15391",29647,2023
"15392",29953,2023
"15393",29647,2024
"15394",29648,2015
"15395",29648,2019
"15396",29421,2014
"15397",29727,2014
"15398",29740,2017
"15399",30046,2017
"15400",29740,2018
"15401",30046,2018
"15402",29433,2020
"15403",29434,2020
"15404",29435,2020
"15405",29739,2020
"15406",29740,2020
"15407",29741,2020
"15408",29759,2021
"15409",29760,2021
"15410",29813,2016
"15411",29814,2016
"15412",29814,2022
"15413",29815,2022
"15414",30120,2022
"15415",30121,2022
"15416",29813,2023
"15417",29814,2023
"15418",29815,2012
"15419",29817,2011
"15420",29816,2013
"15421",29817,2013
"15422",30122,2013
"15423",30123,2013
"15424",29817,2018
"15425",29819,2013
"15426",29819,2017
"15427",29820,2017
"15428",29838,2015
"15429",29838,2018
"15430",29531,2021
"15431",29532,2021
"15432",29837,2021
"15433",29838,2021
"15434",29839,2021
"15435",29531,2022
"15436",29532,2022
"15437",29837,2022
"15438",29838,2022
"15439",29839,2022
"15440",29840,2021
"15441",29840,2022
"15442",29533,2023
"15443",29534,2023
"15444",29839,2023
"15445",29840,2023
"15446",29536,2018
"15447",29537,2018
"15448",29842,2018
"15449",29843,2018
"15450",29848,2020
"15451",29847,2023
"15452",29848,2023
"15453",30154,2023
"15454",29849,2017
"15455",29850,2017
"15456",30155,2017
"15457",30156,2017
"15458",29849,2019
"15459",29850,2019
"15460",30155,2019
"15461",30156,2019
"15462",29849,2021
"15463",29849,2022
"15464",29849,2023
"15465",29849,2024
"15466",29850,2013
"15467",29851,2013
"15468",30156,2013
"15469",30157,2013
"15470",29850,2022
"15471",29863,2023
"15472",29863,2024
"15473",29890,2013
"15474",29891,2013
"15475",30196,2013
"15476",30197,2013
"15477",29890,2015
"15478",29891,2015
"15479",30196,2015
"15480",30197,2015
"15481",29890,2017
"15482",29891,2017
"15483",30196,2017
"15484",30197,2017
"15485",29890,2019
"15486",29891,2019
"15487",30196,2019
"15488",30197,2019
"15489",29890,2020
"15490",29891,2020
"15491",30196,2020
"15492",30197,2020
"15493",29890,2023
"15494",29891,2023
"15495",30196,2023
"15496",30197,2023
"15497",29890,2024
"15498",29891,2024
"15499",30197,2024
"15500",29595,2017
"15501",29901,2017
"15502",29902,2015
"15503",29902,2016
"15504",29902,2020
"15505",29902,2023
"15506",29912,2024
"15507",29913,2024
"15508",30218,2024
"15509",30219,2024
"15510",29918,2016
"15511",29611,2019
"15512",29612,2019
"15513",29917,2019
"15514",29918,2019
"15515",29919,2018
"15516",29921,2013
"15517",29921,2018
"15518",29921,2019
"15519",29922,2019
"15520",30227,2019
"15521",30228,2019
"15522",29921,2020
"15523",29922,2020
"15524",29922,2016
"15525",29923,2019
"15526",30229,2019
"15527",30228,2020
"15528",29923,2012
"15529",29923,2013
"15530",29923,2016
"15531",29923,2017
"15532",29923,2021
"15533",29923,2023
"15534",29643,2021
"15535",29949,2021
"15536",29646,2019
"15537",29647,2019
"15538",29952,2019
"15539",29953,2019
"15540",29647,2012
"15541",29953,2012
"15542",29953,2013
"15543",29953,2014
"15544",29953,2018
"15545",29953,2020
"15546",29726,2011
"15547",30032,2011
"15548",29726,2012
"15549",30032,2012
"15550",30032,2014
"15551",29726,2015
"15552",30032,2015
"15553",29726,2016
"15554",30032,2016
"15555",30033,2016
"15556",30338,2016
"15557",30032,2017
"15558",30033,2017
"15559",30032,2019
"15560",30033,2019
"15561",30338,2019
"15562",30339,2019
"15563",30033,2014
"15564",30339,2016
"15565",30339,2017
"15566",30032,2022
"15567",30033,2022
"15568",30338,2022
"15569",30339,2022
"15570",30033,2023
"15571",30339,2023
"15572",30032,2024
"15573",30033,2024
"15574",30338,2024
"15575",30339,2024
"15576",30034,2024
"15577",30340,2024
"15578",30056,2020
"15579",30057,2020
"15580",30056,2022
"15581",30057,2022
"15582",29757,2022
"15583",30063,2022
"15584",30069,2019
"15585",30070,2019
"15586",30375,2019
"15587",30376,2019
"15588",30069,2020
"15589",30070,2020
"15590",30375,2020
"15591",30376,2020
"15592",30069,2021
"15593",30070,2021
"15594",30375,2021
"15595",30376,2021
"15596",30069,2022
"15597",30070,2022
"15598",30375,2022
"15599",30376,2022
"15600",30069,2024
"15601",30070,2024
"15602",30375,2024
"15603",30376,2024
"15604",30070,2013
"15605",30070,2016
"15606",30070,2017
"15607",30070,2018
"15608",30074,2023
"15609",30097,2015
"15610",30097,2019
"15611",30118,2017
"15612",30119,2017
"15613",30424,2017
"15614",30425,2017
"15615",30118,2018
"15616",30119,2018
"15617",30424,2018
"15618",30425,2018
"15619",30119,2016
"15620",30120,2016
"15621",30121,2018
"15622",30144,2018
"15623",30166,2024
"15624",30167,2024
"15625",30208,2022
"15626",30209,2022
"15627",30223,2016
"15628",30224,2016
"15629",30223,2019
"15630",30224,2019
"15631",30225,2016
"15632",29919,2024
"15633",30225,2024
"15634",30226,2024
"15635",30226,2016
"15636",30225,2018
"15637",30226,2018
"15638",30226,2023
"15639",30227,2016
"15640",29922,2024
"15641",29923,2024
"15642",30228,2024
"15643",30229,2024
"15644",30228,2016
"15645",30229,2016
"15646",30229,2020
"15647",30315,2019
"15648",30316,2019
"15649",30621,2019
"15650",30622,2019
"15651",30337,2015
"15652",30033,2015
"15653",30339,2015
"15654",30339,2021
"15655",30340,2021
"15656",30341,2020
"15657",30647,2020
"15658",30341,2022
"15659",30647,2022
"15660",30341,2023
"15661",30647,2023
"15662",30342,2022
"15663",30037,2020
"15664",30038,2020
"15665",30343,2020
"15666",30344,2020
"15667",30346,2012
"15668",30375,2014
"15669",30375,2017
"15670",30376,2017
"15671",30681,2017
"15672",30682,2017
"15673",30375,2023
"15674",30376,2023
"15675",30681,2023
"15676",30682,2023
"15677",30376,2014
"15678",30377,2014
"15679",30376,2016
"15680",30376,2018
"15681",30682,2018
"15682",30682,2021
"15683",30377,2015
"15684",30378,2015
"15685",30683,2015
"15686",30684,2015
"15687",30377,2017
"15688",30683,2017
"15689",30377,2018
"15690",30378,2018
"15691",30683,2018
"15692",30684,2018
"15693",30377,2020
"15694",30378,2020
"15695",30683,2020
"15696",30684,2020
"15697",30377,2023
"15698",30378,2023
"15699",30683,2023
"15700",30684,2023
"15701",30379,2015
"15702",30685,2015
"15703",30378,2016
"15704",30379,2016
"15705",30684,2016
"15706",30685,2016
"15707",30378,2017
"15708",30379,2017
"15709",30684,2017
"15710",30685,2017
"15711",30384,2022
