"","blobnum","year","cones","lag"
"21716",4411,2013,0,1
"21717",4412,2020,0,5
"21718",4412,2020,0,4
"21719",4412,2020,0,3
"21720",4412,2020,0,2
"21721",4412,2020,0,1
"21722",4413,2023,0,5
"21723",4413,2023,0,4
"21724",4413,2023,0,3
"21725",4413,2023,0,2
"21726",4413,2023,0,1
"21727",4414,2024,0,5
"21728",4414,2024,0,4
"21729",4414,2024,0,3
"21730",4414,2024,0,2
"21731",4415,2014,0,5
"21732",4415,2014,0,4
"21733",4415,2014,0,3
"21734",4415,2014,0,2
"21735",4415,2014,0,1
"21736",4416,2016,0,5
"21737",4416,2016,0,4
"21738",4416,2016,0,3
"21739",4416,2016,0,2
"21740",4416,2016,0,1
"21741",4417,2019,0,5
"21742",4417,2019,0,4
"21743",4417,2019,0,3
"21744",4417,2019,0,2
"21745",4417,2019,0,1
"21746",4418,2021,0,5
"21747",4418,2021,0,4
"21748",4418,2021,0,3
"21749",4418,2021,0,2
"21750",4418,2021,0,1
"21751",4419,2022,0,5
"21752",4419,2022,0,4
"21753",4419,2022,0,3
"21754",4419,2022,0,2
"21755",4419,2022,0,1
"21756",4420,2023,0,5
"21757",4420,2023,0,4
"21758",4420,2023,0,3
"21759",4420,2023,0,2
"21760",4420,2023,0,1
"21761",4421,2024,0,5
"21762",4421,2024,0,4
"21763",4421,2024,0,3
"21764",4421,2024,0,2
"21765",4422,2014,NA,5
"21766",4422,2014,NA,4
"21767",4422,2014,NA,3
"21768",4422,2014,NA,2
"21769",4422,2014,NA,1
"21770",4423,2017,0,5
"21771",4423,2017,0,4
"21772",4423,2017,0,3
"21773",4423,2017,0,2
"21774",4423,2017,0,1
"21775",4424,2023,NA,5
"21776",4424,2023,NA,4
"21777",4424,2023,NA,3
"21778",4424,2023,NA,2
"21779",4424,2023,NA,1
"21780",4425,2024,NA,5
"21781",4425,2024,NA,4
"21782",4425,2024,NA,3
"21783",4425,2024,NA,2
"21784",4426,2013,NA,5
"21785",4426,2013,NA,4
"21786",4426,2013,NA,3
"21787",4426,2013,NA,2
"21788",4426,2013,NA,1
"21789",4427,2012,NA,5
"21790",4427,2012,NA,4
"21791",4427,2012,NA,3
"21792",4427,2012,NA,2
"21793",4427,2012,NA,1
"21794",4428,2014,NA,5
"21795",4428,2014,NA,4
"21796",4428,2014,NA,3
"21797",4428,2014,NA,2
"21798",4428,2014,NA,1
"21799",4429,2017,NA,5
"21800",4429,2017,NA,4
"21801",4429,2017,NA,3
"21802",4429,2017,NA,2
"21803",4429,2017,NA,1
"21804",4430,2018,NA,5
"21805",4430,2018,NA,4
"21806",4430,2018,NA,3
"21807",4430,2018,NA,2
"21808",4430,2018,NA,1
"21809",4431,2020,NA,5
"21810",4431,2020,NA,4
"21811",4431,2020,NA,3
"21812",4431,2020,NA,2
"21813",4431,2020,NA,1
"21814",4432,2014,0.275478926415599,5
"21815",4432,2014,0.234157232828566,4
"21816",4432,2014,0.0431764281749849,3
"21817",4432,2014,0.165865325444091,2
"21818",4432,2014,0.186329068114183,1
"21819",4433,2018,0.116871954527674,5
"21820",4433,2018,0.39027668734288,4
"21821",4433,2018,0.153697595445648,3
"21822",4433,2018,0.154875150630093,2
"21823",4433,2018,0.179614514378484,1
"21824",4434,2020,0.136067857034134,5
"21825",4434,2020,0.137068803016479,4
"21826",4434,2020,0.159243181561814,3
"21827",4434,2020,0.167797655352479,2
"21828",4434,2020,0.0594373719345038,1
"21829",4435,2021,0.215004028517436,5
"21830",4435,2021,0.247293789263788,4
"21831",4435,2021,0.258787523122685,3
"21832",4435,2021,0.0913162251088409,2
"21833",4435,2021,0.0803910879721419,1
"21834",4436,2022,0.169471402829279,5
"21835",4436,2022,0.178484437257248,4
"21836",4436,2022,0.0632623263476669,3
"21837",4436,2022,0.0558844195745085,2
"21838",4436,2022,0.074342566574139,1
"21839",4437,2024,0.0882261294634141,5
"21840",4437,2024,0.0774681422108779,4
"21841",4437,2024,0.103960729953263,3
"21842",4437,2024,0.269472253109909,2
"21843",4438,2010,0.0326566712311909,5
"21844",4438,2010,0.129807269365505,4
"21845",4438,2010,0.0627925478109629,3
"21846",4438,2010,0.110461602802074,2
"21847",4438,2010,0.0903278275391956,1
"21848",4439,2011,0.0849876471495439,5
"21849",4439,2011,0.0408789735690525,4
"21850",4439,2011,0.0722604735156583,3
"21851",4439,2011,0.058997669114177,2
"21852",4439,2011,0.0492816375525769,1
"21853",4440,2012,0.0396991289934618,5
"21854",4440,2012,0.0697524488952421,4
"21855",4440,2012,0.0572050296425902,3
"21856",4440,2012,0.0482207343430177,2
"21857",4440,2012,0.0090321111962776,1
"21858",4441,2013,0.0393436865148127,5
"21859",4441,2013,0.0326092377975716,4
"21860",4441,2013,0.0277366646805325,3
"21861",4441,2013,0.00505748856611072,2
"21862",4441,2013,0.0195114528143352,1
"21863",4442,2014,0,5
"21864",4442,2014,0,4
"21865",4442,2014,0,3
"21866",4442,2014,0,2
"21867",4442,2014,0,1
"21868",4443,2015,0,5
"21869",4443,2015,0,4
"21870",4443,2015,0,3
"21871",4443,2015,0,2
"21872",4443,2015,0,1
"21873",4444,2016,0.000334352687789122,5
"21874",4444,2016,0.00129070713385732,4
"21875",4444,2016,0.00144858934892361,3
"21876",4444,2016,0.0048373508828777,2
"21877",4444,2016,0.00190503102833807,1
"21878",4445,2018,0,5
"21879",4445,2018,0,4
"21880",4445,2018,0,3
"21881",4445,2018,0,2
"21882",4445,2018,0,1
"21883",4446,2019,0.259436389224899,5
"21884",4446,2019,0.102357753204166,4
"21885",4446,2019,0.103156889137393,3
"21886",4446,2019,0.119685295134778,2
"21887",4446,2019,0.125946454700769,1
"21888",4447,2020,0,5
"21889",4447,2020,0,4
"21890",4447,2020,0,3
"21891",4447,2020,0,2
"21892",4447,2020,0,1
"21893",4448,2021,0,5
"21894",4448,2021,0,4
"21895",4448,2021,0,3
"21896",4448,2021,0,2
"21897",4448,2021,0,1
"21898",4449,2022,0.00463464142547197,5
"21899",4449,2022,0.00488112656710466,4
"21900",4449,2022,0.00173007477053803,3
"21901",4449,2022,0.00152830649699281,2
"21902",4449,2022,0.0020330930939865,1
"21903",4450,2011,0,5
"21904",4450,2011,0,4
"21905",4450,2011,0,3
"21906",4450,2011,0,2
"21907",4450,2011,0,1
"21908",4451,2013,0,5
"21909",4451,2013,0,4
"21910",4451,2013,0,3
"21911",4451,2013,0,2
"21912",4451,2013,0,1
"21913",4452,2014,0,5
"21914",4452,2014,0,4
"21915",4452,2014,0,3
"21916",4452,2014,0,2
"21917",4452,2014,0,1
"21918",4453,2015,0,5
"21919",4453,2015,0,4
"21920",4453,2015,0,3
"21921",4453,2015,0,2
"21922",4453,2015,0,1
"21923",4454,2016,0,5
"21924",4454,2016,0,4
"21925",4454,2016,0,3
"21926",4454,2016,0,2
"21927",4454,2016,0,1
"21928",4455,2018,0,5
"21929",4455,2018,0,4
"21930",4455,2018,0,3
"21931",4455,2018,0,2
"21932",4455,2018,0,1
"21933",4456,2019,0,5
"21934",4456,2019,0,4
"21935",4456,2019,0,3
"21936",4456,2019,0,2
"21937",4456,2019,0,1
"21938",4457,2021,0,5
"21939",4457,2021,0,4
"21940",4457,2021,0,3
"21941",4457,2021,0,2
"21942",4457,2021,0,1
"21943",4458,2022,0,5
"21944",4458,2022,0,4
"21945",4458,2022,0,3
"21946",4458,2022,0,2
"21947",4458,2022,0,1
"21948",4459,2014,0,5
"21949",4459,2014,0,4
"21950",4459,2014,0,3
"21951",4459,2014,0,2
"21952",4459,2014,0,1
"21953",4460,2015,0,5
"21954",4460,2015,0,4
"21955",4460,2015,0,3
"21956",4460,2015,0,2
"21957",4460,2015,0,1
"21958",4461,2018,0,5
"21959",4461,2018,0,4
"21960",4461,2018,0,3
"21961",4461,2018,0,2
"21962",4461,2018,0,1
"21963",4462,2019,0,5
"21964",4462,2019,0,4
"21965",4462,2019,0,3
"21966",4462,2019,0,2
"21967",4462,2019,0,1
"21968",4463,2021,0,5
"21969",4463,2021,0,4
"21970",4463,2021,0,3
"21971",4463,2021,0,2
"21972",4463,2021,0,1
"21973",4464,2022,0,5
"21974",4464,2022,0,4
"21975",4464,2022,0,3
"21976",4464,2022,0,2
"21977",4464,2022,0,1
"21978",4465,2024,0,5
"21979",4465,2024,0,4
"21980",4465,2024,0,3
"21981",4465,2024,0,2
"21982",4466,2014,0,5
"21983",4466,2014,0,4
"21984",4466,2014,0,3
"21985",4466,2014,0,2
"21986",4466,2014,0,1
"21987",4467,2017,0,5
"21988",4467,2017,0,4
"21989",4467,2017,0,3
"21990",4467,2017,0,2
"21991",4467,2017,0,1
"21992",4468,2018,0,5
"21993",4468,2018,0,4
"21994",4468,2018,0,3
"21995",4468,2018,0,2
"21996",4468,2018,0,1
"21997",4469,2019,0,5
"21998",4469,2019,0,4
"21999",4469,2019,0,3
"22000",4469,2019,0,2
"22001",4469,2019,0,1
"22002",4470,2020,0,5
"22003",4470,2020,0,4
"22004",4470,2020,0,3
"22005",4470,2020,0,2
"22006",4470,2020,0,1
"22007",4471,2011,0,5
"22008",4471,2011,0,4
"22009",4471,2011,0,3
"22010",4471,2011,0,2
"22011",4471,2011,0,1
"22012",4472,2012,0,5
"22013",4472,2012,0,4
"22014",4472,2012,0,3
"22015",4472,2012,0,2
"22016",4472,2012,0,1
"22017",4473,2014,0,5
"22018",4473,2014,0,4
"22019",4473,2014,0,3
"22020",4473,2014,0,2
"22021",4473,2014,0,1
"22022",4474,2015,0,5
"22023",4474,2015,0,4
"22024",4474,2015,0,3
"22025",4474,2015,0,2
"22026",4474,2015,0,1
"22027",4475,2016,0,5
"22028",4475,2016,0,4
"22029",4475,2016,0,3
"22030",4475,2016,0,2
"22031",4475,2016,0,1
"22032",4476,2019,0,5
"22033",4476,2019,0,4
"22034",4476,2019,0,3
"22035",4476,2019,0,2
"22036",4476,2019,0,1
"22037",4477,2021,0,5
"22038",4477,2021,0,4
"22039",4477,2021,0,3
"22040",4477,2021,0,2
"22041",4477,2021,0,1
"22042",4478,2010,0,5
"22043",4478,2010,0,4
"22044",4478,2010,0,3
"22045",4478,2010,0,2
"22046",4478,2010,0,1
"22047",4479,2011,0,5
"22048",4479,2011,0,4
"22049",4479,2011,0,3
"22050",4479,2011,0,2
"22051",4479,2011,0,1
"22052",4480,2012,0,5
"22053",4480,2012,0,4
"22054",4480,2012,0,3
"22055",4480,2012,0,2
"22056",4480,2012,0,1
"22057",4481,2013,0,5
"22058",4481,2013,0,4
"22059",4481,2013,0,3
"22060",4481,2013,0,2
"22061",4481,2013,0,1
"22062",4482,2014,0,5
"22063",4482,2014,0,4
"22064",4482,2014,0,3
"22065",4482,2014,0,2
"22066",4482,2014,0,1
"22067",4483,2015,0,5
"22068",4483,2015,0,4
"22069",4483,2015,0,3
"22070",4483,2015,0,2
"22071",4483,2015,0,1
"22072",4484,2016,0,5
"22073",4484,2016,0,4
"22074",4484,2016,0,3
"22075",4484,2016,0,2
"22076",4484,2016,0,1
"22077",4485,2019,0,5
"22078",4485,2019,0,4
"22079",4485,2019,0,3
"22080",4485,2019,0,2
"22081",4485,2019,0,1
"22082",4486,2020,0,5
"22083",4486,2020,0,4
"22084",4486,2020,0,3
"22085",4486,2020,0,2
"22086",4486,2020,0,1
"22087",4487,2021,0,5
"22088",4487,2021,0,4
"22089",4487,2021,0,3
"22090",4487,2021,0,2
"22091",4487,2021,0,1
"22092",4488,2022,0,5
"22093",4488,2022,0,4
"22094",4488,2022,0,3
"22095",4488,2022,0,2
"22096",4488,2022,0,1
"22097",4489,2023,0,5
"22098",4489,2023,0,4
"22099",4489,2023,0,3
"22100",4489,2023,0,2
"22101",4489,2023,0,1
"22102",4490,2014,0,5
"22103",4490,2014,0,4
"22104",4490,2014,0,3
"22105",4490,2014,0,2
"22106",4490,2014,0,1
"22107",4491,2015,0,5
"22108",4491,2015,0,4
"22109",4491,2015,0,3
"22110",4491,2015,0,2
"22111",4491,2015,0,1
"22112",4492,2023,0,5
"22113",4492,2023,0,4
"22114",4492,2023,0,3
"22115",4492,2023,0,2
"22116",4492,2023,0,1
"22117",4493,2023,0,5
"22118",4493,2023,0,4
"22119",4493,2023,0,3
"22120",4493,2023,0,2
"22121",4493,2023,0,1
"22122",4494,2013,0,5
"22123",4494,2013,0,4
"22124",4494,2013,0,3
"22125",4494,2013,0,2
"22126",4494,2013,0,1
"22127",4495,2016,0,5
"22128",4495,2016,0,4
"22129",4495,2016,0,3
"22130",4495,2016,0,2
"22131",4495,2016,0,1
"22132",4496,2018,0,5
"22133",4496,2018,0,4
"22134",4496,2018,0,3
"22135",4496,2018,0,2
"22136",4496,2018,0,1
"22137",4497,2019,0,5
"22138",4497,2019,0,4
"22139",4497,2019,0,3
"22140",4497,2019,0,2
"22141",4497,2019,0,1
"22142",4498,2015,NA,5
"22143",4498,2015,NA,4
"22144",4498,2015,NA,3
"22145",4498,2015,NA,2
"22146",4498,2015,NA,1
"22147",4499,2023,NA,5
"22148",4499,2023,NA,4
"22149",4499,2023,NA,3
"22150",4499,2023,NA,2
"22151",4499,2023,NA,1
"22152",4500,2023,0,5
"22153",4500,2023,0,4
"22154",4500,2023,0,3
"22155",4500,2023,0,2
"22156",4500,2023,0,1
"22157",4501,2020,0,5
"22158",4501,2020,0,4
"22159",4501,2020,0,3
"22160",4501,2020,0,2
"22161",4501,2020,0,1
"22162",4502,2023,0,5
"22163",4502,2023,0,4
"22164",4502,2023,0,3
"22165",4502,2023,0,2
"22166",4502,2023,0,1
"22167",4503,2019,0.409706107288325,5
"22168",4503,2019,0.2474836206628,4
"22169",4503,2019,0.187580904180295,3
"22170",4503,2019,0.109899465485638,2
"22171",4503,2019,0.175477276372987,1
"22172",4504,2018,0.25599479675293,5
"22173",4504,2018,0.966302812099457,4
"22174",4504,2018,0.326974898576736,3
"22175",4504,2018,0.316846400499344,2
"22176",4504,2018,0.128233686089516,1
"22177",4505,2019,0.741570234298706,5
"22178",4505,2019,0.263603031635284,4
"22179",4505,2019,0.27557185292244,3
"22180",4505,2019,0.0992191731929779,2
"22181",4505,2019,0.145900934934616,1
"22182",4506,2014,0.164684523967053,5
"22183",4506,2014,0.662404875544591,4
"22184",4506,2014,0.0661103122758643,3
"22185",4506,2014,0.202440679765707,2
"22186",4506,2014,0.318275424335355,1
"22187",4507,2019,0.83126562833786,5
"22188",4507,2019,0.308488517999649,4
"22189",4507,2019,0.377666264772415,3
"22190",4507,2019,0.129217386245728,2
"22191",4507,2019,0.147639513015747,1
"22192",4508,2024,0.0721210539340973,5
"22193",4508,2024,0.028691191226244,4
"22194",4508,2024,0.11463213711977,3
"22195",4508,2024,0.195031940937042,2
"22196",4509,2023,0.12535896897316,5
"22197",4509,2023,0.0691721513867378,4
"22198",4509,2023,0.0254738982766867,3
"22199",4509,2023,0.113885425031185,2
"22200",4509,2023,0.194930851459503,1
"22201",4510,2014,NA,5
"22202",4510,2014,NA,4
"22203",4510,2014,NA,3
"22204",4510,2014,NA,2
"22205",4510,2014,NA,1
"22206",4511,2017,NA,5
"22207",4511,2017,NA,4
"22208",4511,2017,NA,3
"22209",4511,2017,NA,2
"22210",4511,2017,NA,1
"22211",4512,2024,NA,5
"22212",4512,2024,NA,4
"22213",4512,2024,NA,3
"22214",4512,2024,NA,2
"22215",4513,2023,NA,5
"22216",4513,2023,NA,4
"22217",4513,2023,NA,3
"22218",4513,2023,NA,2
"22219",4513,2023,NA,1
"22220",4514,2022,NA,5
"22221",4514,2022,NA,4
"22222",4514,2022,NA,3
"22223",4514,2022,NA,2
"22224",4514,2022,NA,1
"22225",4515,2019,NA,5
"22226",4515,2019,NA,4
"22227",4515,2019,NA,3
"22228",4515,2019,NA,2
"22229",4515,2019,NA,1
"22230",4516,2022,NA,5
"22231",4516,2022,NA,4
"22232",4516,2022,NA,3
"22233",4516,2022,NA,2
"22234",4516,2022,NA,1
"22235",4517,2023,NA,5
"22236",4517,2023,NA,4
"22237",4517,2023,NA,3
"22238",4517,2023,NA,2
"22239",4517,2023,NA,1
"22240",4518,2011,NA,5
"22241",4518,2011,NA,4
"22242",4518,2011,NA,3
"22243",4518,2011,NA,2
"22244",4518,2011,NA,1
"22245",4519,2013,NA,5
"22246",4519,2013,NA,4
"22247",4519,2013,NA,3
"22248",4519,2013,NA,2
"22249",4519,2013,NA,1
"22250",4520,2016,NA,5
"22251",4520,2016,NA,4
"22252",4520,2016,NA,3
"22253",4520,2016,NA,2
"22254",4520,2016,NA,1
"22255",4521,2017,NA,5
"22256",4521,2017,NA,4
"22257",4521,2017,NA,3
"22258",4521,2017,NA,2
"22259",4521,2017,NA,1
"22260",4522,2019,NA,5
"22261",4522,2019,NA,4
"22262",4522,2019,NA,3
"22263",4522,2019,NA,2
"22264",4522,2019,NA,1
"22265",4523,2021,NA,5
"22266",4523,2021,NA,4
"22267",4523,2021,NA,3
"22268",4523,2021,NA,2
"22269",4523,2021,NA,1
"22270",4524,2022,NA,5
"22271",4524,2022,NA,4
"22272",4524,2022,NA,3
"22273",4524,2022,NA,2
"22274",4524,2022,NA,1
"22275",4525,2023,NA,5
"22276",4525,2023,NA,4
"22277",4525,2023,NA,3
"22278",4525,2023,NA,2
"22279",4525,2023,NA,1
"22280",4526,2015,0,5
"22281",4526,2015,0,4
"22282",4526,2015,0,3
"22283",4526,2015,0,2
"22284",4526,2015,0,1
"22285",4527,2014,0,5
"22286",4527,2014,0,4
"22287",4527,2014,0,3
"22288",4527,2014,0,2
"22289",4527,2014,0,1
"22290",4528,2019,0,5
"22291",4528,2019,0,4
"22292",4528,2019,0,3
"22293",4528,2019,0,2
"22294",4528,2019,0,1
"22295",4529,2014,0,5
"22296",4529,2014,0,4
"22297",4529,2014,0,3
"22298",4529,2014,0,2
"22299",4529,2014,0,1
"22300",4530,2014,0,5
"22301",4530,2014,0,4
"22302",4530,2014,0,3
"22303",4530,2014,0,2
"22304",4530,2014,0,1
"22305",4531,2016,0,5
"22306",4531,2016,0,4
"22307",4531,2016,0,3
"22308",4531,2016,0,2
"22309",4531,2016,0,1
"22310",4532,2017,0,5
"22311",4532,2017,0,4
"22312",4532,2017,0,3
"22313",4532,2017,0,2
"22314",4532,2017,0,1
"22315",4533,2014,0,5
"22316",4533,2014,0,4
"22317",4533,2014,0,3
"22318",4533,2014,0,2
"22319",4533,2014,0,1
"22320",4534,2020,0,5
"22321",4534,2020,0,4
"22322",4534,2020,0,3
"22323",4534,2020,0,2
"22324",4534,2020,0,1
"22325",4535,2023,0,5
"22326",4535,2023,0,4
"22327",4535,2023,0,3
"22328",4535,2023,0,2
"22329",4535,2023,0,1
"22330",4536,2015,0,5
"22331",4536,2015,0,4
"22332",4536,2015,0,3
"22333",4536,2015,0,2
"22334",4536,2015,0,1
"22335",4537,2016,0,5
"22336",4537,2016,0,4
"22337",4537,2016,0,3
"22338",4537,2016,0,2
"22339",4537,2016,0,1
"22340",4538,2018,0,5
"22341",4538,2018,0,4
"22342",4538,2018,0,3
"22343",4538,2018,0,2
"22344",4538,2018,0,1
"22345",4539,2020,0,5
"22346",4539,2020,0,4
"22347",4539,2020,0,3
"22348",4539,2020,0,2
"22349",4539,2020,0,1
"22350",4540,2018,0,5
"22351",4540,2018,0,4
"22352",4540,2018,0,3
"22353",4540,2018,0,2
"22354",4540,2018,0,1
"22355",4541,2022,NA,5
"22356",4541,2022,NA,4
"22357",4541,2022,NA,3
"22358",4541,2022,NA,2
"22359",4541,2022,NA,1
"22360",4542,2023,NA,5
"22361",4542,2023,NA,4
"22362",4542,2023,NA,3
"22363",4542,2023,NA,2
"22364",4542,2023,NA,1
"22365",4543,2024,NA,5
"22366",4543,2024,NA,4
"22367",4543,2024,NA,3
"22368",4543,2024,NA,2
"22369",4544,2019,NA,5
"22370",4544,2019,NA,4
"22371",4544,2019,NA,3
"22372",4544,2019,NA,2
"22373",4544,2019,NA,1
"22374",4545,2022,NA,5
"22375",4545,2022,NA,4
"22376",4545,2022,NA,3
"22377",4545,2022,NA,2
"22378",4545,2022,NA,1
"22379",4546,2023,NA,5
"22380",4546,2023,NA,4
"22381",4546,2023,NA,3
"22382",4546,2023,NA,2
"22383",4546,2023,NA,1
"22384",4547,2012,NA,5
"22385",4547,2012,NA,4
"22386",4547,2012,NA,3
"22387",4547,2012,NA,2
"22388",4547,2012,NA,1
"22389",4548,2015,NA,5
"22390",4548,2015,NA,4
"22391",4548,2015,NA,3
"22392",4548,2015,NA,2
"22393",4548,2015,NA,1
"22394",4549,2016,NA,5
"22395",4549,2016,NA,4
"22396",4549,2016,NA,3
"22397",4549,2016,NA,2
"22398",4549,2016,NA,1
"22399",4550,2017,NA,5
"22400",4550,2017,NA,4
"22401",4550,2017,NA,3
"22402",4550,2017,NA,2
"22403",4550,2017,NA,1
"22404",4551,2022,NA,5
"22405",4551,2022,NA,4
"22406",4551,2022,NA,3
"22407",4551,2022,NA,2
"22408",4551,2022,NA,1
"22409",4552,2023,NA,5
"22410",4552,2023,NA,4
"22411",4552,2023,NA,3
"22412",4552,2023,NA,2
"22413",4552,2023,NA,1
"22414",4553,2024,NA,5
"22415",4553,2024,NA,4
"22416",4553,2024,NA,3
"22417",4553,2024,NA,2
"22418",4554,2023,NA,5
"22419",4554,2023,NA,4
"22420",4554,2023,NA,3
"22421",4554,2023,NA,2
"22422",4554,2023,NA,1
"22423",4555,2014,0.281008242856058,5
"22424",4555,2014,0.237600773357347,4
"22425",4555,2014,0.0461331870334058,3
"22426",4555,2014,0.173897128462417,2
"22427",4555,2014,0.196073492325768,1
"22428",4556,2018,0.205883145332336,5
"22429",4556,2018,0.684053361415863,4
"22430",4556,2018,0.282473474740982,3
"22431",4556,2018,0.273071587085724,2
"22432",4556,2018,0.303295016288757,1
"22433",4557,2011,0.368210881948471,5
"22434",4557,2011,0.183848068118095,4
"22435",4557,2011,0.327118724584579,3
"22436",4557,2011,0.258376777172089,2
"22437",4557,2011,0.210708722472191,1
"22438",4558,2012,0.151386501378967,5
"22439",4558,2012,0.26757148996615,4
"22440",4558,2012,0.21679644365277,3
"22441",4558,2012,0.179774093017973,2
"22442",4558,2012,0.0362496258379293,1
"22443",4559,2014,0.181469212976606,5
"22444",4559,2014,0.147989871430539,4
"22445",4559,2014,0.0304181333763279,3
"22446",4559,2014,0.112835363957618,2
"22447",4559,2014,0.121276238113611,1
"22448",4560,2015,0.196598796465983,5
"22449",4560,2015,0.0404093087906673,4
"22450",4560,2015,0.149897398642452,3
"22451",4560,2015,0.16111077212638,2
"22452",4560,2015,0.539539940989387,1
"22453",4561,2016,0.0433094911277294,5
"22454",4561,2016,0.160655558109283,4
"22455",4561,2016,0.172673717141151,3
"22456",4561,2016,0.578262805938721,2
"22457",4561,2016,0.226250350475311,1
"22458",4562,2017,0.160655558109283,5
"22459",4562,2017,0.172673717141151,4
"22460",4562,2017,0.578262805938721,3
"22461",4562,2017,0.226250350475311,2
"22462",4562,2017,0.232988327741623,1
"22463",4563,2018,0.172673717141151,5
"22464",4563,2018,0.578262805938721,4
"22465",4563,2018,0.226250350475311,3
"22466",4563,2018,0.232988327741623,2
"22467",4563,2018,0.276679694652557,1
"22468",4564,2020,0.187422048229753,5
"22469",4564,2020,0.193003677153309,4
"22470",4564,2020,0.229196882861949,3
"22471",4564,2020,0.243182320958415,2
"22472",4564,2020,0.0842099493353729,1
"22473",4565,2023,0.29356250166893,5
"22474",4565,2023,0.101655758917332,4
"22475",4565,2023,0.0884342342615128,3
"22476",4565,2023,0.107942171394825,2
"22477",4565,2023,0.264563649892807,1
"22478",4566,2024,0.101655758917332,5
"22479",4566,2024,0.0884342342615128,4
"22480",4566,2024,0.107942171394825,3
"22481",4566,2024,0.264563649892807,2
"22482",4567,2012,0,5
"22483",4567,2012,0,4
"22484",4567,2012,0,3
"22485",4567,2012,0,2
"22486",4567,2012,0,1
"22487",4568,2013,0,5
"22488",4568,2013,0,4
"22489",4568,2013,0,3
"22490",4568,2013,0,2
"22491",4568,2013,0,1
"22492",4569,2015,0,5
"22493",4569,2015,0,4
"22494",4569,2015,0,3
"22495",4569,2015,0,2
"22496",4569,2015,0,1
"22497",4570,2016,0,5
"22498",4570,2016,0,4
"22499",4570,2016,0,3
"22500",4570,2016,0,2
"22501",4570,2016,0,1
"22502",4571,2024,0,5
"22503",4571,2024,0,4
"22504",4571,2024,0,3
"22505",4571,2024,0,2
"22506",4572,2012,0,5
"22507",4572,2012,0,4
"22508",4572,2012,0,3
"22509",4572,2012,0,2
"22510",4572,2012,0,1
"22511",4573,2016,0,5
"22512",4573,2016,0,4
"22513",4573,2016,0,3
"22514",4573,2016,0,2
"22515",4573,2016,0,1
"22516",4574,2023,0,5
"22517",4574,2023,0,4
"22518",4574,2023,0,3
"22519",4574,2023,0,2
"22520",4574,2023,0,1
"22521",4575,2024,0,5
"22522",4575,2024,0,4
"22523",4575,2024,0,3
"22524",4575,2024,0,2
"22525",4576,2015,0,5
"22526",4576,2015,0,4
"22527",4576,2015,0,3
"22528",4576,2015,0,2
"22529",4576,2015,0,1
"22530",4577,2020,0,5
"22531",4577,2020,0,4
"22532",4577,2020,0,3
"22533",4577,2020,0,2
"22534",4577,2020,0,1
"22535",4578,2021,0,5
"22536",4578,2021,0,4
"22537",4578,2021,0,3
"22538",4578,2021,0,2
"22539",4578,2021,0,1
"22540",4579,2023,0,5
"22541",4579,2023,0,4
"22542",4579,2023,0,3
"22543",4579,2023,0,2
"22544",4579,2023,0,1
"22545",4580,2024,0,5
"22546",4580,2024,0,4
"22547",4580,2024,0,3
"22548",4580,2024,0,2
"22549",4581,2023,0,5
"22550",4581,2023,0,4
"22551",4581,2023,0,3
"22552",4581,2023,0,2
"22553",4581,2023,0,1
"22554",4582,2011,0,5
"22555",4582,2011,0,4
"22556",4582,2011,0,3
"22557",4582,2011,0,2
"22558",4582,2011,0,1
"22559",4583,2013,0,5
"22560",4583,2013,0,4
"22561",4583,2013,0,3
"22562",4583,2013,0,2
"22563",4583,2013,0,1
"22564",4584,2014,0,5
"22565",4584,2014,0,4
"22566",4584,2014,0,3
"22567",4584,2014,0,2
"22568",4584,2014,0,1
"22569",4585,2015,0,5
"22570",4585,2015,0,4
"22571",4585,2015,0,3
"22572",4585,2015,0,2
"22573",4585,2015,0,1
"22574",4586,2016,0,5
"22575",4586,2016,0,4
"22576",4586,2016,0,3
"22577",4586,2016,0,2
"22578",4586,2016,0,1
"22579",4587,2023,0,5
"22580",4587,2023,0,4
"22581",4587,2023,0,3
"22582",4587,2023,0,2
"22583",4587,2023,0,1
"22584",4588,2024,0,5
"22585",4588,2024,0,4
"22586",4588,2024,0,3
"22587",4588,2024,0,2
"22588",4589,2015,0.0100904797038788,5
"22589",4589,2015,0.00245419426343074,4
"22590",4589,2015,0.00749796771384155,3
"22591",4589,2015,0.00916893312171176,2
"22592",4589,2015,0.0204092455275094,1
"22593",4590,2016,0.00920033678191272,5
"22594",4590,2016,0.0281085442889176,4
"22595",4590,2016,0.0343726957183327,3
"22596",4590,2016,0.0765106231058273,2
"22597",4590,2016,0.0525052039358389,1
"22598",4591,2015,0.217018768191338,5
"22599",4591,2015,0.0527830421924591,4
"22600",4591,2015,0.161260887980461,3
"22601",4591,2015,0.197198808193207,2
"22602",4591,2015,0.438947349786758,1
"22603",4592,2015,0,5
"22604",4592,2015,0,4
"22605",4592,2015,0,3
"22606",4592,2015,0,2
"22607",4592,2015,0,1
"22608",4593,2016,0,5
"22609",4593,2016,0,4
"22610",4593,2016,0,3
"22611",4593,2016,0,2
"22612",4593,2016,0,1
"22613",4594,2017,0,5
"22614",4594,2017,0,4
"22615",4594,2017,0,3
"22616",4594,2017,0,2
"22617",4594,2017,0,1
"22618",4595,2018,0,5
"22619",4595,2018,0,4
"22620",4595,2018,0,3
"22621",4595,2018,0,2
