"","cell","year"
"9207",18896,2021
"9208",18897,2021
"9209",18593,2014
"9210",18899,2014
"9211",18899,2018
"9212",18900,2014
"9213",18900,2016
"9214",18900,2018
"9215",18900,2024
"9216",19208,2010
"9217",19209,2010
"9218",18596,2015
"9219",18902,2015
"9220",18902,2016
"9221",18596,2020
"9222",18902,2020
"9223",18903,2021
"9224",18595,2022
"9225",18901,2022
"9226",18904,2012
"9227",19208,2012
"9228",19209,2012
"9229",19210,2012
"9230",18903,2016
"9231",18903,2019
"9232",19209,2019
"9233",18903,2020
"9234",18904,2013
"9235",18905,2013
"9236",18904,2018
"9237",18904,2020
"9238",18905,2020
"9239",19210,2020
"9240",19211,2020
"9241",18904,2022
"9242",18904,2023
"9243",18905,2023
"9244",19210,2023
"9245",19211,2023
"9246",18904,2024
"9247",18905,2024
"9248",18908,2010
"9249",18909,2010
"9250",19214,2010
"9251",19215,2010
"9252",18907,2011
"9253",18908,2011
"9254",18907,2015
"9255",18908,2015
"9256",18908,2016
"9257",19213,2016
"9258",19214,2016
"9259",18907,2017
"9260",18908,2017
"9261",18908,2018
"9262",18908,2021
"9263",19214,2021
"9264",18908,2023
"9265",18907,2024
"9266",18908,2024
"9267",18920,2016
"9268",18920,2014
"9269",18921,2014
"9270",19227,2014
"9271",18921,2016
"9272",18923,2016
"9273",18927,2014
"9274",18928,2014
"9275",18927,2016
"9276",18928,2016
"9277",18927,2017
"9278",18927,2019
"9279",18927,2020
"9280",18927,2023
"9281",18929,2015
"9282",18995,2016
"9283",18743,2020
"9284",18744,2020
"9285",19049,2020
"9286",19050,2020
"9287",18755,2017
"9288",19061,2017
"9289",19061,2024
"9290",19067,2012
"9291",19068,2012
"9292",19373,2012
"9293",19374,2012
"9294",19067,2014
"9295",19068,2014
"9296",19373,2014
"9297",19374,2014
"9298",19068,2019
"9299",19374,2019
"9300",19077,2017
"9301",19078,2017
"9302",19078,2011
"9303",19078,2013
"9304",19116,2024
"9305",19117,2024
"9306",19116,2022
"9307",19117,2022
"9308",19133,2024
"9309",19134,2024
"9310",19151,2024
"9311",19152,2024
"9312",19458,2024
"9313",19154,2016
"9314",19154,2017
"9315",19154,2020
"9316",19154,2021
"9317",19155,2015
"9318",19155,2016
"9319",19155,2018
"9320",19155,2019
"9321",19155,2021
"9322",19460,2021
"9323",19461,2021
"9324",19155,2014
"9325",19156,2014
"9326",19462,2014
"9327",19156,2020
"9328",19156,2022
"9329",19155,2024
"9330",19156,2024
"9331",19157,2017
"9332",19463,2017
"9333",19157,2020
"9334",19463,2020
"9335",19464,2020
"9336",19157,2021
"9337",19463,2021
"9338",19157,2022
"9339",19157,2023
"9340",19158,2023
"9341",19463,2023
"9342",19464,2023
"9343",19157,2024
"9344",19158,2018
"9345",19158,2019
"9346",19464,2019
"9347",19158,2022
"9348",19190,2012
"9349",18883,2015
"9350",19189,2015
"9351",19190,2015
"9352",19190,2023
"9353",19191,2023
"9354",19195,2014
"9355",19195,2015
"9356",19195,2016
"9357",19195,2018
"9358",19195,2020
"9359",19196,2014
"9360",19196,2016
"9361",19196,2022
"9362",19196,2023
"9363",19197,2019
"9364",19197,2022
"9365",19197,2024
"9366",18892,2013
"9367",19198,2013
"9368",19198,2014
"9369",19199,2014
"9370",19198,2016
"9371",19199,2013
"9372",19200,2013
"9373",19200,2014
"9374",19505,2014
"9375",19506,2014
"9376",19200,2015
"9377",19201,2015
"9378",19200,2018
"9379",19505,2018
"9380",19506,2018
"9381",19200,2020
"9382",19201,2020
"9383",19200,2023
"9384",19200,2017
"9385",19201,2017
"9386",19201,2018
"9387",19200,2021
"9388",19201,2021
"9389",19200,2022
"9390",19201,2022
"9391",19202,2017
"9392",19203,2017
"9393",19202,2020
"9394",19204,2017
"9395",19203,2018
"9396",19203,2020
"9397",19204,2020
"9398",19203,2016
"9399",19204,2016
"9400",19205,2016
"9401",19509,2016
"9402",19510,2016
"9403",19511,2016
"9404",19206,2010
"9405",19207,2010
"9406",19206,2011
"9407",19207,2011
"9408",19206,2013
"9409",19207,2013
"9410",19206,2014
"9411",19207,2014
"9412",18901,2015
"9413",19206,2015
"9414",19207,2015
"9415",18901,2016
"9416",19206,2016
"9417",19207,2016
"9418",19206,2017
"9419",19206,2021
"9420",19207,2021
"9421",18900,2022
"9422",19206,2022
"9423",19207,2022
"9424",18901,2023
"9425",19206,2023
"9426",19207,2023
"9427",19207,2012
"9428",19208,2013
"9429",19208,2014
"9430",19208,2015
"9431",19207,2018
"9432",19208,2018
"9433",19207,2019
"9434",19208,2019
"9435",19208,2020
"9436",19208,2021
"9437",18903,2011
"9438",19208,2011
"9439",19209,2011
"9440",19210,2019
"9441",19210,2022
"9442",19211,2022
"9443",19210,2024
"9444",19211,2024
"9445",19210,2010
"9446",19211,2010
"9447",19212,2010
"9448",19516,2010
"9449",19517,2010
"9450",19210,2011
"9451",19211,2011
"9452",19212,2011
"9453",19516,2011
"9454",19517,2011
"9455",18905,2012
"9456",19211,2012
"9457",19211,2014
"9458",19211,2015
"9459",19517,2015
"9460",19211,2018
"9461",19517,2018
"9462",19211,2019
"9463",19211,2021
"9464",19517,2024
"9465",18906,2014
"9466",18907,2014
"9467",19212,2014
"9468",19213,2014
"9469",18906,2022
"9470",19212,2022
"9471",19212,2023
"9472",19213,2020
"9473",19213,2023
"9474",18906,2024
"9475",19212,2024
"9476",19213,2024
"9477",19214,2024
"9478",19225,2021
"9479",19226,2021
"9480",19531,2021
"9481",19532,2021
"9482",19226,2016
"9483",19227,2016
"9484",19227,2015
"9485",19228,2015
"9486",19228,2016
"9487",19315,2023
"9488",19316,2023
"9489",19338,2022
"9490",19338,2024
"9491",19355,2023
"9492",19356,2012
"9493",19356,2018
"9494",19356,2019
"9495",19662,2019
"9496",19356,2023
"9497",19662,2023
"9498",19357,2020
"9499",19357,2021
"9500",19358,2021
"9501",19664,2021
"9502",19069,2014
"9503",19375,2014
"9504",19375,2011
"9505",19375,2012
"9506",19376,2012
"9507",19376,2014
"9508",19681,2014
"9509",19375,2016
"9510",19375,2017
"9511",19375,2024
"9512",19376,2024
"9513",19418,2014
"9514",19419,2014
"9515",19422,2012
"9516",19423,2012
"9517",19422,2015
"9518",19423,2015
"9519",19422,2021
"9520",19423,2021
"9521",19422,2022
"9522",19423,2022
"9523",19433,2016
"9524",19436,2019
"9525",19438,2024
"9526",19439,2024
"9527",19440,2024
"9528",19441,2023
"9529",19155,2013
"9530",19461,2013
"9531",19461,2017
"9532",19462,2017
"9533",19461,2019
"9534",19461,2020
"9535",19462,2020
"9536",19767,2020
"9537",19768,2020
"9538",19157,2013
"9539",19158,2013
"9540",19463,2013
"9541",19464,2013
"9542",19463,2016
"9543",19464,2016
"9544",19769,2016
"9545",19770,2016
"9546",19463,2022
"9547",19464,2022
"9548",19465,2015
"9549",19465,2016
"9550",19465,2020
"9551",19465,2023
"9552",19160,2018
"9553",19465,2018
"9554",19466,2018
"9555",19467,2018
"9556",19772,2018
"9557",19466,2021
"9558",19467,2021
"9559",19468,2019
"9560",19469,2019
"9561",19469,2021
"9562",19470,2021
"9563",19470,2019
"9564",19470,2024
"9565",19471,2022
"9566",19472,2022
"9567",19777,2022
"9568",19778,2022
"9569",19472,2024
"9570",19778,2024
"9571",19190,2014
"9572",19495,2014
"9573",19496,2014
"9574",19495,2015
"9575",19496,2015
"9576",19497,2014
"9577",19803,2014
"9578",19498,2015
"9579",19804,2015
"9580",19504,2015
"9581",19810,2015
"9582",19504,2017
"9583",19504,2022
"9584",19505,2022
"9585",19504,2024
"9586",19505,2024
"9587",19202,2018
"9588",19507,2018
"9589",19508,2018
"9590",19507,2022
"9591",19508,2013
"9592",19814,2013
"9593",19508,2022
"9594",19512,2010
"9595",19512,2011
"9596",19512,2012
"9597",19512,2014
"9598",19512,2015
"9599",19511,2019
"9600",19512,2019
"9601",19511,2020
"9602",19512,2020
"9603",19511,2022
"9604",19512,2022
"9605",19822,2010
"9606",19822,2011
"9607",19823,2011
"9608",19516,2013
"9609",19516,2015
"9610",19516,2019
"9611",19516,2024
"9612",19518,2010
"9613",19517,2012
"9614",19518,2012
"9615",19517,2014
"9616",19517,2022
"9617",19518,2022
"9618",19212,2012
"9619",19213,2012
"9620",19519,2012
"9621",19519,2014
"9622",19518,2017
"9623",19519,2017
"9624",19824,2017
"9625",19825,2017
"9626",19519,2019
"9627",19520,2019
"9628",19519,2020
"9629",19520,2020
"9630",19520,2010
"9631",19520,2011
"9632",19520,2012
"9633",19214,2018
"9634",19520,2018
"9635",19520,2021
"9636",19520,2022
"9637",19520,2023
"9638",19519,2024
"9639",19520,2024
"9640",19825,2024
"9641",19826,2024
"9642",19533,2016
"9643",19533,2018
"9644",19539,2015
"9645",19539,2016
"9646",19543,2015
"9647",19544,2015
"9648",19329,2020
"9649",19330,2020
"9650",19635,2020
"9651",19636,2020
"9652",19636,2023
"9653",19637,2023
"9654",19339,2019
"9655",19340,2019
"9656",19645,2019
"9657",19646,2019
"9658",19357,2023
"9659",19663,2023
"9660",19662,2024
"9661",19663,2016
"9662",19663,2017
"9663",19664,2017
"9664",19663,2019
"9665",19664,2019
"9666",19357,2022
"9667",19358,2022
"9668",19662,2022
"9669",19663,2022
"9670",19664,2022
"9671",19664,2020
"9672",19665,2021
"9673",19677,2012
"9674",19371,2014
"9675",19372,2014
"9676",19677,2014
"9677",19678,2014
"9678",19677,2017
"9679",19677,2018
"9680",19678,2018
"9681",19677,2021
"9682",19371,2023
"9683",19372,2023
"9684",19677,2023
"9685",19678,2023
"9686",19677,2024
"9687",19373,2020
"9688",19374,2020
"9689",19679,2020
"9690",19680,2020
"9691",19724,2012
"9692",19725,2012
"9693",20030,2012
"9694",20031,2012
"9695",19724,2014
"9696",19725,2014
"9697",20030,2014
"9698",20031,2014
"9699",19724,2020
"9700",19725,2020
"9701",20030,2020
"9702",20031,2020
"9703",19424,2016
"9704",19425,2016
"9705",19730,2016
"9706",19731,2016
"9707",19731,2017
"9708",19732,2017
"9709",20037,2017
"9710",20038,2017
"9711",19731,2023
"9712",19732,2023
"9713",20037,2023
"9714",20038,2023
"9715",19743,2012
"9716",19743,2015
"9717",19743,2016
"9718",19744,2016
"9719",19743,2021
"9720",19743,2022
"9721",19743,2023
"9722",19743,2024
"9723",19438,2022
"9724",19439,2022
"9725",19744,2022
"9726",19745,2022
"9727",19450,2021
"9728",19451,2021
"9729",19756,2021
"9730",19757,2021
"9731",19767,2021
"9732",20073,2021
"9733",19462,2019
"9734",19768,2019
"9735",19464,2021
"9736",19465,2021
"9737",19770,2021
"9738",19771,2021
"9739",19771,2022
"9740",19772,2022
"9741",20077,2022
"9742",20078,2022
"9743",19772,2012
"9744",20078,2012
"9745",19772,2015
"9746",19773,2015
"9747",20078,2015
"9748",20079,2015
"9749",19772,2021
"9750",19773,2021
"9751",19773,2022
"9752",19773,2024
"9753",19472,2020
"9754",19778,2020
"9755",19780,2019
"9756",19780,2023
"9757",19801,2015
"9758",19802,2014
"9759",19802,2015
"9760",19801,2024
"9761",19802,2024
"9762",19498,2014
"9763",19804,2014
"9764",19805,2015
"9765",19811,2012
"9766",19812,2012
"9767",20117,2012
"9768",19811,2016
"9769",19811,2017
"9770",19811,2018
"9771",19811,2022
"9772",20117,2022
"9773",19811,2023
"9774",20117,2023
"9775",19812,2014
"9776",19813,2014
"9777",20118,2014
"9778",20119,2014
"9779",19812,2017
"9780",19812,2019
"9781",19812,2022
"9782",19813,2017
"9783",19814,2020
"9784",19814,2023
"9785",19815,2018
"9786",19816,2018
"9787",19817,2010
"9788",19820,2017
"9789",19821,2017
"9790",19821,2020
"9791",19825,2014
"9792",19519,2022
"9793",19824,2022
"9794",19825,2022
"9795",19826,2010
"9796",19827,2010
"9797",20132,2010
"9798",20133,2010
"9799",19826,2011
"9800",19827,2011
"9801",20132,2011
"9802",20133,2011
"9803",19826,2012
"9804",19827,2012
"9805",20132,2012
"9806",20133,2012
"9807",19826,2013
"9808",19827,2013
"9809",20132,2013
"9810",20133,2013
"9811",19826,2014
"9812",19827,2014
"9813",19826,2015
"9814",19827,2015
"9815",19825,2018
"9816",19826,2018
"9817",19827,2018
"9818",20131,2018
"9819",20132,2018
"9820",19826,2019
"9821",19827,2019
"9822",19825,2023
"9823",19826,2023
"9824",19827,2023
"9825",20131,2023
"9826",20132,2023
"9827",19835,2011
"9828",19835,2015
"9829",19835,2017
"9830",19835,2024
"9831",19836,2016
"9832",19837,2017
"9833",19977,2017
"9834",20283,2017
"9835",19979,2017
"9836",19980,2017
"9837",19698,2019
"9838",19699,2019
"9839",20004,2019
"9840",20005,2019
"9841",20028,2015
"9842",19723,2014
"9843",20029,2014
"9844",19722,2015
"9845",19723,2015
"9846",20029,2015
"9847",19722,2017
"9848",19723,2017
"9849",20028,2017
"9850",20029,2017
"9851",19722,2019
"9852",19723,2019
"9853",20028,2019
"9854",20029,2019
"9855",19722,2021
"9856",19723,2021
"9857",20028,2021
"9858",20029,2021
"9859",19723,2022
"9860",20029,2022
"9861",19723,2023
"9862",20029,2023
"9863",19722,2024
"9864",19723,2024
"9865",20028,2024
"9866",20029,2024
"9867",20029,2011
"9868",20030,2011
"9869",20335,2011
"9870",20336,2011
"9871",20029,2012
"9872",20335,2012
"9873",20336,2012
"9874",20030,2017
"9875",19724,2018
"9876",19725,2018
"9877",20030,2018
"9878",20031,2018
"9879",20030,2022
"9880",20336,2022
"9881",20030,2023
"9882",19725,2010
"9883",19726,2010
"9884",20031,2010
"9885",20032,2010
"9886",20031,2016
"9887",20032,2016
"9888",20337,2016
"9889",20338,2016
"9890",20033,2020
"9891",20032,2023
"9892",20033,2023
"9893",20338,2023
"9894",20339,2023
"9895",20034,2010
"9896",20340,2010
"9897",20034,2011
"9898",20340,2011
"9899",20033,2013
"9900",20034,2013
"9901",20339,2013
"9902",20340,2013
"9903",20033,2014
"9904",20034,2014
"9905",20339,2014
"9906",20340,2014
"9907",20033,2016
"9908",20034,2016
"9909",20339,2016
"9910",20340,2016
"9911",20033,2017
"9912",20034,2017
"9913",20035,2017
"9914",20339,2017
"9915",20340,2017
"9916",20341,2017
"9917",20033,2019
"9918",20034,2019
"9919",20339,2019
"9920",20340,2019
"9921",20034,2022
"9922",20033,2024
"9923",20034,2024
"9924",20035,2024
"9925",20339,2024
"9926",20340,2024
"9927",20341,2024
"9928",20035,2016
"9929",20036,2016
"9930",20048,2014
"9931",20049,2014
"9932",20355,2014
"9933",20057,2021
"9934",20058,2021
"9935",19769,2022
"9936",19770,2022
"9937",20075,2022
"9938",20076,2022
"9939",20078,2023
"9940",20079,2022
"9941",20080,2022
"9942",20080,2023
"9943",20080,2024
"9944",20081,2021
"9945",20107,2015
"9946",20108,2015
"9947",20108,2014
"9948",20109,2014
"9949",20109,2015
"9950",20110,2015
"9951",20113,2024
"9952",20114,2024
"9953",20420,2024
"9954",20118,2023
"9955",20119,2023
"9956",19813,2024
"9957",20119,2024
"9958",20119,2021
"9959",20120,2021
"9960",20126,2019
"9961",20141,2015
"9962",20142,2015
"9963",20142,2011
"9964",20143,2011
"9965",20142,2012
"9966",20143,2012
"9967",20143,2015
"9968",20142,2017
"9969",20144,2015
"9970",20145,2015
"9971",20145,2016
"9972",20147,2016
"9973",20150,2016
"9974",20150,2024
"9975",20231,2019
"9976",20246,2023
"9977",20261,2010
"9978",20262,2010
"9979",20261,2012
"9980",20262,2012
"9981",20261,2013
"9982",20262,2013
"9983",20261,2014
"9984",20262,2014
"9985",20261,2017
"9986",20262,2017
"9987",20264,2023
"9988",20265,2023
"9989",20266,2010
"9990",20267,2010
"9991",20266,2017
"9992",20267,2017
"9993",20271,2020
"9994",20577,2020
"9995",20272,2024
"9996",20285,2024
"9997",20286,2024
"9998",20287,2022
"9999",20287,2024
"10000",20292,2014
"10001",20293,2014
"10002",20598,2014
"10003",20599,2014
"10004",20292,2016
"10005",20293,2016
"10006",20292,2018
"10007",20293,2018
"10008",20293,2024
"10009",20325,2020
"10010",20631,2020
"10011",20335,2022
"10012",20030,2024
"10013",20335,2024
"10014",20336,2024
"10015",20335,2013
"10016",20336,2013
"10017",20336,2014
"10018",20029,2016
"10019",20030,2016
"10020",20335,2016
"10021",20336,2016
"10022",20336,2018
"10023",20335,2020
"10024",20336,2020
"10025",20336,2023
"10026",20337,2014
"10027",20337,2017
"10028",20337,2019
"10029",20031,2023
"10030",20337,2023
"10031",20338,2013
"10032",20031,2021
"10033",20032,2021
"10034",20337,2021
"10035",20338,2021
"10036",20339,2021
"10037",20032,2024
"10038",20338,2024
"10039",20339,2012
"10040",20033,2015
"10041",20034,2015
"10042",20339,2015
"10043",20340,2015
"10044",20339,2018
"10045",20032,2020
"10046",20338,2020
"10047",20339,2020
"10048",20645,2020
"10049",20033,2022
"10050",20339,2022
"10051",20340,2022
"10052",20341,2019
"10053",20340,2021
"10054",20340,2023
"10055",20341,2023
"10056",20647,2023
"10057",20036,2020
"10058",20037,2020
"10059",20342,2020
"10060",20343,2020
"10061",20359,2022
"10062",20360,2022
"10063",20665,2022
"10064",20666,2022
"10065",20360,2018
"10066",20361,2018
"10067",20666,2018
"10068",20667,2018
"10069",20360,2017
"10070",20361,2017
"10071",20360,2020
"10072",20361,2020
"10073",20666,2020
"10074",20667,2020
"10075",20361,2021
"10076",20361,2022
"10077",20667,2022
"10078",20378,2014
"10079",20379,2014
"10080",20378,2023
"10081",20685,2014
"10082",20384,2022
"10083",20385,2023
"10084",20081,2020
"10085",20082,2020
"10086",20387,2020
"10087",20388,2020
"10088",20386,2022
"10089",20387,2022
"10090",20387,2024
"10091",20093,2010
"10092",20399,2010
"10093",20399,2021
"10094",20400,2021
"10095",20705,2021
"10096",20706,2021
"10097",20409,2014
"10098",20409,2016
"10099",20416,2023
"10100",20417,2023
"10101",20417,2015
"10102",20418,2015
"10103",20723,2015
"10104",20724,2015
"10105",20116,2016
"10106",20117,2016
"10107",20422,2016
"10108",20423,2016
"10109",20423,2019
"10110",20424,2019
"10111",20423,2020
"10112",20424,2020
"10113",20426,2019
"10114",20426,2012
"10115",20427,2012
"10116",20123,2018
"10117",20124,2018
"10118",20429,2018
"10119",20430,2018
"10120",20432,2019
"10121",20432,2022
"10122",20433,2022
"10123",20432,2023
"10124",20433,2023
"10125",20432,2024
"10126",20433,2024
"10127",20433,2014
"10128",20433,2017
"10129",20433,2020
"10130",20462,2020
"10131",20463,2012
"10132",20463,2013
"10133",20157,2016
"10134",20463,2016
"10135",20157,2012
"10136",20158,2012
"10137",20464,2012
"10138",20157,2014
"10139",20158,2014
"10140",20463,2014
"10141",20464,2014
"10142",20464,2015
"10143",20464,2020
"10144",20464,2021
"10145",20566,2021
"10146",20267,2012
"10147",20268,2012
"10148",20573,2012
"10149",20574,2012
"10150",20267,2013
"10151",20268,2013
"10152",20573,2013
"10153",20574,2013
"10154",20267,2014
"10155",20268,2014
"10156",20573,2014
"10157",20574,2014
"10158",20573,2024
"10159",20574,2024
"10160",20577,2022
"10161",20578,2022
"10162",20883,2022
"10163",20578,2010
"10164",20578,2012
"10165",20578,2015
"10166",20578,2016
"10167",20578,2020
"10168",20579,2022
"10169",20884,2022
"10170",20578,2023
"10171",20577,2024
"10172",20578,2024
"10173",20579,2024
"10174",20884,2024
"10175",20598,2024
"10176",20599,2024
"10177",20639,2014
"10178",20945,2014
"10179",20639,2020
"10180",20639,2021
"10181",20945,2021
"10182",20639,2023
"10183",20640,2023
"10184",20945,2023
"10185",20946,2023
"10186",20640,2010
"10187",20641,2010
"10188",20642,2010
"10189",20946,2010
"10190",20947,2010
"10191",20948,2010
"10192",20641,2011
"10193",20641,2014
"10194",20641,2020
"10195",20642,2020
"10196",20642,2011
"10197",20641,2019
"10198",20642,2019
"10199",20947,2019
"10200",20948,2019
"10201",20641,2021
"10202",20642,2021
"10203",20947,2021
"10204",20948,2021
"10205",20643,2014
"10206",20338,2017
"10207",20644,2017
"10208",20645,2017
"10209",20645,2019
"10210",20645,2022
"10211",20340,2012
"10212",20646,2012
"10213",20646,2016
"10214",20646,2017
"10215",20340,2018
"10216",20341,2018
"10217",20645,2018
"10218",20646,2018
"10219",20647,2018
"10220",20646,2019
"10221",20646,2021
"10222",20647,2021
"10223",20646,2022
"10224",20647,2012
"10225",20647,2014
"10226",20648,2014
"10227",20953,2014
"10228",20954,2014
"10229",20647,2017
"10230",20647,2019
"10231",20647,2020
"10232",20647,2024
"10233",20650,2017
"10234",20651,2017
"10235",20650,2018
"10236",20651,2018
"10237",20659,2019
"10238",20660,2015
"10239",20660,2019
"10240",20965,2019
"10241",20966,2019
"10242",20659,2022
"10243",20660,2022
"10244",20661,2022
"10245",20965,2022
"10246",20966,2022
"10247",20660,2024
"10248",20663,2014
"10249",20969,2014
"10250",20663,2016
"10251",20969,2016
"10252",20663,2019
"10253",20969,2019
"10254",20663,2020
"10255",20664,2020
"10256",20969,2020
"10257",20970,2020
"10258",20663,2021
"10259",20969,2021
"10260",20663,2022
"10261",20664,2022
"10262",20969,2022
"10263",20970,2022
"10264",20664,2016
"10265",20970,2016
"10266",20663,2018
"10267",20664,2018
"10268",20665,2018
"10269",20969,2018
"10270",20970,2018
"10271",20971,2018
"10272",20665,2020
"10273",20971,2020
"10274",20664,2021
"10275",20970,2021
"10276",20666,2015
"10277",20360,2021
"10278",20666,2021
"10279",20667,2021
"10280",20972,2021
"10281",20667,2016
"10282",20671,2014
"10283",20684,2013
"10284",20685,2013
"10285",20990,2013
"10286",20991,2013
"10287",20684,2023
"10288",20685,2023
"10289",20990,2023
"10290",20991,2023
"10291",20691,2013
"10292",20691,2014
"10293",20692,2014
"10294",20691,2016
"10295",20692,2016
"10296",20691,2018
"10297",20691,2019
"10298",20691,2020
"10299",20997,2020
"10300",20691,2021
"10301",20692,2021
"10302",20691,2023
"10303",20386,2013
"10304",20692,2013
"10305",20386,2017
"10306",20692,2017
"10307",20692,2019
"10308",20385,2021
"10309",20386,2021
"10310",20386,2023
"10311",20692,2023
"10312",20693,2014
"10313",20694,2014
"10314",20999,2014
"10315",21000,2014
"10316",20693,2018
"10317",20693,2020
"10318",20694,2020
"10319",20693,2021
"10320",20693,2022
"10321",20694,2022
"10322",20387,2023
"10323",20388,2023
"10324",20693,2023
"10325",20694,2023
"10326",20693,2024
"10327",20694,2013
"10328",20695,2013
"10329",20694,2015
"10330",20695,2015
"10331",20694,2016
"10332",20694,2017
"10333",21000,2017
"10334",20694,2018
"10335",20695,2018
"10336",21000,2018
"10337",21001,2018
"10338",20694,2019
"10339",21000,2022
"10340",20694,2024
"10341",20695,2019
"10342",21000,2019
"10343",21001,2019
"10344",20694,2021
"10345",20695,2021
"10346",21000,2021
"10347",21001,2021
"10348",20714,2023
"10349",20715,2023
"10350",20714,2024
"10351",20715,2024
"10352",20719,2020
"10353",20722,2014
"10354",20723,2014
"10355",21028,2014
"10356",21029,2014
"10357",20417,2017
"10358",20418,2017
"10359",20723,2017
"10360",20724,2017
"10361",20723,2023
"10362",20724,2014
"10363",20725,2014
"10364",20725,2015
"10365",20728,2024
"10366",20729,2024
"10367",20730,2020
"10368",20739,2020
"10369",20738,2022
"10370",20739,2022
"10371",20434,2024
"10372",20739,2024
"10373",20740,2024
"10374",20739,2013
"10375",20740,2013
"10376",20739,2019
"10377",20740,2019
"10378",20754,2015
"10379",21060,2015
"10380",20881,2018
"10381",21187,2018
"10382",20883,2015
"10383",20883,2017
"10384",20883,2019
"10385",20883,2020
"10386",20913,2023
"10387",20914,2023
"10388",20921,2017
"10389",20922,2017
"10390",20945,2022
"10391",20641,2015
"10392",20642,2015
"10393",20947,2015
"10394",20948,2015
"10395",20641,2017
"10396",20642,2017
"10397",20947,2017
"10398",20948,2017
"10399",20641,2023
"10400",20642,2023
"10401",20947,2023
"10402",20948,2023
"10403",20645,2014
"10404",20646,2014
"10405",20951,2014
"10406",20952,2014
"10407",20951,2020
"10408",20952,2020
"10409",21257,2020
"10410",21258,2020
"10411",20951,2022
"10412",20952,2022
"10413",20953,2010
"10414",20647,2013
"10415",20952,2013
"10416",20953,2013
"10417",20954,2013
"10418",21259,2013
"10419",20952,2015
"10420",20953,2015
"10421",20952,2016
"10422",20953,2016
"10423",20952,2018
"10424",20953,2018
"10425",20952,2019
"10426",20953,2019
"10427",20953,2020
"10428",20953,2021
"10429",20953,2022
"10430",20952,2023
"10431",20953,2023
"10432",20954,2010
"10433",20955,2010
"10434",21260,2010
"10435",21261,2010
"10436",20954,2011
"10437",21260,2011
"10438",20954,2012
"10439",21260,2012
"10440",20955,2013
"10441",20954,2015
"10442",21260,2015
"10443",20954,2016
"10444",21260,2016
"10445",20954,2018
"10446",21260,2018
"10447",20954,2019
"10448",21260,2019
"10449",20954,2020
"10450",20954,2021
"10451",20954,2022
"10452",21260,2022
"10453",20953,2024
"10454",20954,2024
"10455",20955,2014
"10456",21261,2014
"10457",20955,2016
"10458",20955,2017
"10459",21261,2017
"10460",20955,2019
"10461",20955,2020
"10462",20955,2021
"10463",20956,2018
"10464",20957,2015
"10465",20957,2020
"10466",20958,2020
"10467",20957,2022
"10468",20958,2022
"10469",20958,2018
"10470",20964,2010
"10471",20963,2011
"10472",20964,2011
"10473",20965,2011
"10474",21270,2011
"10475",21271,2011
"10476",20964,2012
"10477",20964,2013
"10478",20965,2013
"10479",21270,2013
"10480",21271,2013
"10481",20963,2014
"10482",20964,2014
"10483",20965,2014
"10484",21270,2014
"10485",21271,2014
"10486",20964,2015
"10487",20964,2016
"10488",20965,2016
"10489",21270,2016
"10490",20963,2017
"10491",20964,2017
"10492",20963,2018
"10493",20964,2018
"10494",20963,2021
"10495",20964,2021
"10496",20965,2021
"10497",21270,2021
"10498",21271,2021
"10499",20963,2023
"10500",20964,2023
"10501",20965,2023
"10502",21270,2023
"10503",21271,2023
"10504",20659,2018
"10505",20965,2018
"10506",21271,2018
"10507",20964,2024
"10508",20965,2024
"10509",20660,2010
"10510",20966,2010
"10511",20966,2017
"10512",20968,2021
"10513",20968,2024
"10514",20969,2024
"10515",20990,2017
"10516",20990,2019
"10517",20684,2020
"10518",20685,2020
"10519",20990,2020
"10520",20991,2020
"10521",20990,2022
"10522",20990,2024
"10523",20991,2024
"10524",20999,2017
"10525",20999,2021
"10526",20999,2022
"10527",21000,2020
"10528",21001,2015
"10529",21002,2021
"10530",21307,2021
"10531",21308,2021
"10532",21001,2023
"10533",20695,2024
"10534",21000,2024
"10535",21001,2024
"10536",21012,2019
"10537",21012,2021
"10538",21012,2024
"10539",21013,2024
"10540",21021,2014
"10541",21022,2022
"10542",20718,2022
"10543",20719,2022
"10544",20720,2022
"10545",21024,2022
"10546",21025,2022
"10547",21026,2022
"10548",21026,2015
"10549",21032,2015
"10550",21338,2015
"10551",21033,2015
"10552",21339,2015
"10553",21040,2011
"10554",21041,2020
"10555",21046,2015
"10556",20762,2015
"10557",20763,2015
"10558",21068,2015
"10559",21069,2015
"10560",21068,2016
"10561",21069,2016
"10562",21068,2017
"10563",21069,2017
"10564",21068,2018
"10565",21069,2018
"10566",21068,2020
"10567",21069,2020
"10568",21176,2023
"10569",21180,2010
"10570",21181,2010
"10571",21486,2010
"10572",21487,2010
"10573",21181,2015
"10574",21487,2015
"10575",21180,2017
"10576",21181,2017
"10577",21486,2017
"10578",21487,2017
"10579",21181,2018
"10580",21487,2018
"10581",21180,2019
"10582",21181,2019
"10583",21181,2022
"10584",21187,2020
"10585",21213,2024
"10586",21214,2024
"10587",21227,2023
"10588",21244,2023
"10589",21245,2023
"10590",21245,2022
"10591",21246,2022
"10592",21245,2024
"10593",21246,2024
"10594",21246,2020
"10595",21246,2023
"10596",20947,2018
"10597",20948,2018
"10598",21253,2018
"10599",21254,2018
"10600",21261,2011
"10601",21566,2011
"10602",21567,2011
"10603",21260,2014
"10604",21261,2015
"10605",21566,2015
