"","cellID","year","cell","area","coverage_fraction","blobnum"
"48",679,2019,679,52253.0724856867,0.0032714765984565,22
"49",682,2010,375,18541560.1294641,0.261300176382065,23
"50",682,2010,376,18541560.1294641,0.278074204921722,23
"51",682,2010,681,18541560.1294641,0.301967620849609,23
"52",682,2010,682,18541560.1294641,0.319811344146729,23
"53",682,2011,375,844549.925095702,0.00371371838264167,24
"54",682,2011,376,844549.925095702,0.00562428589910269,24
"55",682,2011,681,844549.925095702,0.00953491497784853,24
"56",682,2011,682,844549.925095702,0.0340105518698692,24
"57",682,2012,682,4636007.27908735,0.277367472648621,25
"58",682,2012,683,4636007.27908735,0.0128958597779274,25
"59",682,2013,375,1956869.44135208,0.0113163059577346,26
"60",682,2013,376,1956869.44135208,0.0147035168483853,26
"61",682,2013,681,1956869.44135208,0.0206523295491934,26
"62",682,2013,682,1956869.44135208,0.075858473777771,26
"63",682,2014,682,4634367.95801947,0.212860807776451,27
"64",682,2014,683,4634367.95801947,0.0772802457213402,27
"65",683,2013,683,797867.657465506,0.0370009280741215,28
"66",683,2013,684,797867.657465506,0.0129590267315507,28
"67",683,2015,377,8239497.71286713,0.0431107394397259,29
"68",683,2015,378,8239497.71286713,0.0277689024806023,29
"69",683,2015,683,8239497.71286713,0.254519909620285,29
"70",683,2015,684,8239497.71286713,0.190531730651855,29
"71",683,2017,376,11207995.485948,0.0352526642382145,30
"72",683,2017,377,11207995.485948,0.0427612364292145,30
"73",683,2017,682,11207995.485948,0.0494581051170826,30
"74",683,2017,683,11207995.485948,0.340734124183655,30
"75",683,2017,684,11207995.485948,0.233481094241142,30
"76",683,2020,683,398252.458994644,0.0177048742771149,31
"77",683,2020,684,398252.458994644,0.00722543802112341,31
"78",683,2021,683,5819183.44670126,0.202521443367004,32
"79",683,2021,684,5819183.44670126,0.161755189299583,32
"80",683,2022,683,168155.67615393,0.00857240613549948,33
"81",683,2022,684,168155.67615393,0.00195401650853455,33
"82",683,2023,683,8233773.17769145,0.281947076320648,34
"83",683,2023,684,8233773.17769145,0.233481094241142,34
"84",685,2013,685,18822719.551877,0.735818207263947,35
"85",685,2013,686,18822719.551877,0.397120654582977,35
"86",685,2013,991,18822719.551877,0.0364401414990425,35
"87",685,2013,992,18822719.551877,0.00897337775677443,35
"88",685,2015,685,797099.813682178,0.049903865903616,36
"89",685,2016,685,797099.813682178,0.049903865903616,37
"90",685,2018,685,1053707.62075055,0.0659685134887695,38
"91",685,2019,685,797099.813682178,0.049903865903616,39
"92",685,2021,685,797099.813682178,0.049903865903616,40
"93",685,2022,684,1594928.19709119,0.00225992104969919,41
"94",685,2022,685,1594928.19709119,0.0961575210094452,41
"95",685,2022,991,1594928.19709119,0.00142133398912847,41
"96",685,2023,685,797099.813682178,0.049903865903616,42
"97",685,2024,685,1010820.92071654,0.0632966384291649,43
"98",686,2021,379,12128952.4455191,0.0197255071252584,44
"99",686,2021,380,12128952.4455191,0.0793144255876541,44
"100",686,2021,685,12128952.4455191,0.196646615862846,44
"101",686,2021,686,12128952.4455191,0.463764548301697,44
"102",690,2010,384,15590782.0275086,0.232014507055283,45
"103",690,2010,385,15590782.0275086,0.142920508980751,45
"104",690,2010,690,15590782.0275086,0.366306990385056,45
"105",690,2010,691,15590782.0275086,0.235083237290382,45
"106",692,2013,386,797282.568241659,0.000194306005141698,46
"107",692,2013,692,797282.568241659,0.0342858359217644,46
"108",692,2013,693,797282.568241659,0.015446700155735,46
"109",693,2010,692,4633972.18027828,0.0523372478783131,47
"110",693,2010,693,4633972.18027828,0.23781068623066,47
"111",693,2011,386,12754951.1894717,0.0153469191864133,48
"112",693,2011,387,12754951.1894717,0.0620376095175743,48
"113",693,2011,692,12754951.1894717,0.225290387868881,48
"114",693,2011,693,12754951.1894717,0.495953738689423,48
"115",693,2014,692,797712.708519098,0.0125889396294951,49
"116",693,2014,693,797712.708519098,0.0373569130897522,49
"117",693,2018,693,797483.195421915,0.0499280095100403,50
"118",693,2019,693,797200.85092316,0.0499125048518181,51
"119",694,2014,388,797943.152588296,0.0146446404978633,52
"120",694,2014,694,797943.152588296,0.0353258214890957,52
"121",694,2019,388,797947.443474947,0.0098731555044651,53
"122",694,2019,694,797947.443474947,0.0400969907641411,53
"123",695,2017,695,514945.688466926,0.031018691137433,54
"124",695,2017,1001,514945.688466926,0.00121056672651321,54
"125",983,2019,983,82406.8643121438,0.0051548620685935,55
"126",984,2019,983,797152.796824465,0.00597860664129257,56
"127",984,2019,984,797152.796824465,0.0438968390226364,56
"128",985,2011,985,2056776.20776287,0.125354826450348,57
"129",985,2011,1291,2056776.20776287,0.00329681253060699,57
"130",985,2020,984,18541476.6879573,0.138571500778198,58
"131",985,2020,985,18541476.6879573,0.621352016925812,58
"132",985,2020,986,18541476.6879573,0.0325275361537933,58
"133",985,2020,1290,18541476.6879573,0.0480404607951641,58
"134",985,2020,1291,18541476.6879573,0.314779102802277,58
"135",985,2020,1292,18541476.6879573,0.00450137769803405,58
"136",985,2021,985,186236.525863303,0.0116515029221773,59
"137",989,2013,988,797800.871768822,0.000557883875444531,60
"138",989,2013,989,797800.871768822,0.04936433583498,60
"139",989,2022,988,514865.020199767,0.014683018438518,61
"140",989,2022,989,514865.020199767,0.0175232458859682,61
"141",989,2024,988,10647726.7842227,0.271730035543442,62
"142",989,2024,989,10647726.7842227,0.282499313354492,62
"143",989,2024,1294,10647726.7842227,0.0545014776289463,62
"144",989,2024,1295,10647726.7842227,0.0573146156966686,62
"145",992,2012,991,18538610.5103125,0.106147952377796,63
"146",992,2012,992,18538610.5103125,0.894613444805145,63
"147",992,2012,993,18538610.5103125,0.101416811347008,63
"148",992,2012,1298,18538610.5103125,0.0576182454824448,63
"149",992,2014,992,797243.342272314,0.0498756282031536,64
"150",993,2012,686,19876879.584309,0.0297902300953865,65
"151",993,2012,687,19876879.584309,0.177764907479286,65
"152",993,2012,992,19876879.584309,0.246307194232941,65
"153",993,2012,993,19876879.584309,0.772728979587555,65
"154",993,2012,994,19876879.584309,0.017153587192297,65
"155",993,2022,992,2759417.54417745,0.0433799251914024,66
"156",993,2022,993,2759417.54417745,0.129279509186745,66
"157",994,2013,994,515131.382785949,0.0322204120457172,67
"158",995,2014,688,797135.164188307,0.0039284978993237,68
"159",995,2014,689,797135.164188307,0.0153232906013727,68
"160",995,2014,994,797135.164188307,0.00702190073207021,68
"161",995,2014,995,797135.164188307,0.023614127188921,68
"162",995,2020,995,2056406.93829079,0.0933395475149155,69
"163",995,2020,996,2056406.93829079,0.0353405810892582,69
"164",996,2011,996,329654.176728313,0.0206278655678034,70
"165",996,2012,690,8235285.5768217,0.16134124994278,71
"166",996,2012,691,8235285.5768217,0.0463194958865643,71
"167",996,2012,996,8235285.5768217,0.233211636543274,71
"168",996,2012,997,8235285.5768217,0.074512392282486,71
"169",996,2013,996,515043.434876775,0.0322284586727619,72
"170",996,2017,996,797304.568818697,0.0498919449746609,73
"171",996,2020,995,6694254.5666928,0.0214255955070257,74
"172",996,2020,996,6694254.5666928,0.397320985794067,74
"173",996,2020,997,6694254.5666928,5.37977502972353e-05,74
"174",1001,2012,1001,797406.132951299,0.0499016605317593,75
"175",1001,2013,1001,797382.383662216,0.0498824119567871,76
"176",1001,2022,1001,29260.9498528198,0.00183114968240261,77
"177",1001,2024,1001,116438.797292698,0.00728280609473586,78
"178",1258,2016,1257,797096.559250263,0.019254706799984,79
"179",1258,2016,1258,797096.559250263,0.0303763374686241,79
"180",1258,2016,1563,797096.559250263,1.24561047414318e-05,79
"181",1258,2016,1564,797096.559250263,0.000180986229679547,79
"182",1290,2022,1290,6666792.82696111,0.21372278034687,80
"183",1290,2022,1291,6666792.82696111,0.172000125050545,80
"184",1290,2022,1596,6666792.82696111,0.0185954682528973,80
"185",1290,2022,1597,6666792.82696111,0.012440993450582,80
"186",1290,2024,1290,4631891.20262901,0.160681158304214,81
"187",1290,2024,1291,4631891.20262901,0.122893325984478,81
"188",1290,2024,1596,4631891.20262901,0.00406962679699063,81
"189",1290,2024,1597,4631891.20262901,0.00190799776464701,81
"190",1295,2011,988,1595954.83823049,0.00763429561629891,82
"191",1295,2011,989,1595954.83823049,0.0170194637030363,82
"192",1295,2011,1294,1595954.83823049,0.0108999460935593,82
"193",1295,2011,1295,1595954.83823049,0.0642453879117966,82
"194",1295,2014,1294,797734.442632327,0.0123991342261434,83
"195",1295,2014,1295,797734.442632327,0.0374785922467709,83
"196",1295,2015,1295,20616.9436020626,0.00128905836027116,84
"197",1295,2017,1295,4637022.5862731,0.212674006819725,85
"198",1295,2017,1601,4637022.5862731,0.0771733447909355,85
"199",1295,2018,1295,514722.052284408,0.0321774184703827,86
"200",1295,2020,1295,797253.576681176,0.0498526431620121,87
"201",1295,2021,1294,416439.486047036,0.00421497458592057,88
"202",1295,2021,1295,416439.486047036,0.0218225810676813,88
"203",1296,2010,1296,514835.046375425,0.0321912579238415,89
"204",1296,2012,1296,8234939.05910848,0.44488337635994,90
"205",1296,2012,1297,8234939.05910848,0.0700253918766975,90
"206",1296,2013,990,18546073.2279253,0.0650700405240059,91
"207",1296,2013,991,18546073.2279253,0.00620870804414153,91
"208",1296,2013,1296,18546073.2279253,0.807541370391846,91
"209",1296,2013,1297,18546073.2279253,0.280816376209259,91
"210",1296,2015,1296,797267.993397364,0.0498564913868904,92
"211",1296,2018,1296,1532575.8863186,0.0911032855510712,93
"212",1296,2018,1297,1532575.8863186,0.00472783902660012,93
"213",1296,2019,1296,2056391.40628315,0.128580659627914,94
"214",1296,2021,1296,797537.594503639,0.0498678907752037,95
"215",1296,2022,1296,2056391.40628315,0.128580659627914,96
"216",1296,2023,1296,798147.974754257,0.0499032028019428,97
"217",1297,2023,991,4636212.99419916,0.0885205268859863,98
"218",1297,2023,992,4636212.99419916,0.0194389559328556,98
"219",1297,2023,1297,4636212.99419916,0.144157335162163,98
"220",1297,2023,1298,4636212.99419916,0.0378400050103664,98
"221",1297,2024,1297,3504401.10165971,0.187297493219376,99
"222",1297,2024,1298,3504401.10165971,0.0318125821650028,99
"223",1302,2012,1302,797382.171030588,0.0498603694140911,100
"224",1302,2019,1301,1594948.65017736,0.0111513966694474,101
"225",1302,2019,1302,1594948.65017736,0.0885693803429604,101
"226",1307,2018,1001,797764.049873763,0.010745832696557,102
"227",1307,2018,1307,797764.049873763,0.0391478016972542,102
"228",1307,2023,1307,87020.0173269208,0.00537877157330513,103
"229",1307,2023,1613,87020.0173269208,6.03759799560066e-05,103
"230",1308,2012,1308,797382.978160619,0.0498649515211582,104
"231",1308,2023,1308,9170486.72312099,0.570500135421753,105
"232",1308,2023,1309,9170486.72312099,0.00289270677603781,105
"233",1313,2016,1313,670469.326627069,0.0381901562213898,106
"234",1313,2016,1314,670469.326627069,0.00373295554891229,106
"235",1596,2014,1596,797094.915578871,0.0497993156313896,107
"236",1596,2019,1290,18543052.9315879,0.00929231755435467,108
"237",1596,2019,1595,18543052.9315879,0.328902989625931,108
"238",1596,2019,1596,18543052.9315879,0.815239012241364,108
"239",1596,2019,1902,18543052.9315879,0.00519244186580181,108
"240",1601,2010,1601,9086236.86559819,0.563805162906647,109
"241",1601,2010,1602,9086236.86559819,0.0039557171985507,109
"242",1601,2011,1295,18550733.716297,0.0536902546882629,110
"243",1601,2011,1600,18550733.716297,0.0794264897704124,110
"244",1601,2011,1601,18550733.716297,0.897224426269531,110
"245",1601,2011,1602,18550733.716297,0.128816559910774,110
"246",1601,2012,1601,10771362.4495589,0.644591510295868,111
"247",1601,2012,1602,10771362.4495589,0.0284548215568066,111
"248",1601,2013,1601,8782837.88709873,0.548662483692169,112
"249",1601,2013,1602,8782837.88709873,0.000132040629978292,112
"250",1601,2014,1600,18545398.4898304,0.131764978170395,113
"251",1601,2014,1601,18545398.4898304,0.783191919326782,113
"252",1601,2014,1602,18545398.4898304,0.0715391561388969,113
"253",1601,2014,1906,18545398.4898304,0.00560029782354832,113
"254",1601,2014,1907,18545398.4898304,0.166236221790314,113
"255",1601,2014,1908,18545398.4898304,0.000293056044029072,113
"256",1601,2017,1600,797015.651721119,0.0085715102031827,114
"257",1601,2017,1601,797015.651721119,0.0412274301052094,114
"258",1601,2018,1601,8234348.23466373,0.514397919178009,115
"259",1601,2018,1602,8234348.23466373,0.000132040629978292,115
"260",1601,2019,1601,329603.631590756,0.0205955505371094,116
"261",1601,2021,1601,6595213.1490639,0.412107229232788,117
"262",1601,2022,1601,515225.730066806,0.032194297760725,118
"263",1602,2013,1602,797103.441276563,0.0498111918568611,119
"264",1602,2014,1602,797225.398212228,0.0380780696868896,120
"265",1602,2014,1603,797225.398212228,0.0117303440347314,120
"266",1602,2016,1602,797715.652699562,0.0498500391840935,121
"267",1602,2023,1602,797325.845931311,0.0498245134949684,122
"268",1603,2010,1602,2057379.76794197,0.0310690551996231,123
"269",1603,2010,1603,2057379.76794197,0.0482369028031826,123
"270",1603,2010,1908,2057379.76794197,0.0187931656837463,123
"271",1603,2010,1909,2057379.76794197,0.0304128285497427,123
"272",1603,2012,1602,2080180.4946619,0.00690234592184424,124
"273",1603,2012,1603,2080180.4946619,0.123052559792995,124
"274",1603,2013,1603,797764.622216964,0.0498580671846867,125
"275",1603,2014,1603,329983.875266162,0.0206214245408773,126
"276",1603,2016,1603,797658.645428566,0.0498493276536465,127
"277",1603,2018,1603,797903.795922834,0.0498660430312157,128
"278",1603,2022,1603,1128206.06440735,0.0705043226480484,129
"279",1605,2010,1605,515056.504048645,0.0321835055947304,130
"280",1605,2011,1605,1158719.5532977,0.0724030435085297,131
"281",1605,2012,1604,2057733.79201099,0.00229132710956037,132
"282",1605,2012,1605,2057733.79201099,0.12628698348999,132
"283",1605,2015,1298,18548225.097251,0.00605562049895525,133
"284",1605,2015,1299,18548225.097251,0.0396154969930649,133
"285",1605,2015,1604,18548225.097251,0.354537278413773,133
"286",1605,2015,1605,18548225.097251,0.758784770965576,133
"287",1605,2020,1605,744533.736698027,0.0465224832296371,134
"288",1606,2010,1606,4632769.71603409,0.161510810256004,135
"289",1606,2010,1607,4632769.71603409,0.127983555197716,135
"290",1606,2012,1606,128412.415779914,0.00665610423311591,136
"291",1606,2012,1607,128412.415779914,0.00136818212922662,136
"292",1606,2013,1606,3488586.35800055,0.123472452163696,137
"293",1606,2013,1607,3488586.35800055,0.0945237204432487,137
"294",1606,2014,1300,8231952.27050995,0.0441365502774715,138
"295",1606,2014,1301,8231952.27050995,0.0112804062664509,138
"296",1606,2014,1606,8231952.27050995,0.31730905175209,138
"297",1606,2014,1607,8231952.27050995,0.141718909144402,138
"298",1607,2012,1606,8744813.45365188,0.0239452868700027,139
"299",1607,2012,1607,8744813.45365188,0.447750210762024,139
"300",1607,2012,1608,8744813.45365188,0.00669094128534198,139
"301",1607,2012,1913,8744813.45365188,0.0679118633270264,139
"302",1607,2013,1606,18032712.2504485,0.0861245691776276,140
"303",1607,2013,1607,18032712.2504485,0.587200582027435,140
"304",1607,2013,1608,18032712.2504485,0.167646482586861,140
"305",1607,2013,1912,18032712.2504485,0.00819739513099194,140
"306",1607,2013,1913,18032712.2504485,0.20251590013504,140
"307",1607,2013,1914,18032712.2504485,0.0748146399855614,140
"308",1607,2019,1606,797236.763991965,0.0108977891504765,141
"309",1607,2019,1607,797236.763991965,0.0389072857797146,141
"310",1906,2011,1906,3836351.00635861,0.236244350671768,142
"311",1906,2011,1907,3836351.00635861,0.00329091283492744,142
"312",1906,2012,1905,18545977.1686554,0.171249121427536,143
"313",1906,2012,1906,18545977.1686554,0.802355587482452,143
"314",1906,2012,1907,18545977.1686554,0.0412249676883221,143
"315",1906,2012,2211,18545977.1686554,0.00681364117190242,143
"316",1906,2012,2212,18545977.1686554,0.136285811662674,143
"317",1906,2013,1906,797246.663910144,0.0497936494648457,144
"318",1906,2014,1906,1594394.24371295,0.0995640307664871,145
"319",1906,2015,1906,797246.663910144,0.0497936494648457,146
"320",1906,2016,1906,797246.663910144,0.0497936494648457,147
"321",1906,2017,1906,82470.3615234667,0.00515085272490978,148
"322",1906,2018,1600,1816765.48260224,0.00441984180361032,149
"323",1906,2018,1906,1816765.48260224,0.109049908816814,149
"324",1906,2020,1906,797246.663910144,0.0497936494648457,150
"325",1906,2021,1906,797246.663910144,0.0497936494648457,151
"326",1906,2024,1906,797246.663910144,0.0497936494648457,152
"327",1907,2010,1906,18541290.9652315,0.133455216884613,153
"328",1907,2010,1907,18541290.9652315,0.52868640422821,153
"329",1907,2010,1908,18541290.9652315,0.0129902688786387,153
"330",1907,2010,2212,18541290.9652315,0.0865252688527107,153
"331",1907,2010,2213,18541290.9652315,0.39114373922348,153
"332",1907,2010,2214,18541290.9652315,0.0046361293643713,153
"333",1907,2011,1907,174799.249599867,0.0109123280271888,154
"334",1907,2012,1907,797499.301460912,0.0435113832354546,155
"335",1907,2012,2213,797499.301460912,0.006272385828197,155
"336",1907,2013,1907,797725.465216283,0.0498010702431202,156
"337",1907,2014,1907,797499.301460912,0.0435113832354546,157
"338",1907,2014,2213,797499.301460912,0.006272385828197,157
"339",1907,2015,1907,8449113.28798194,0.428455531597137,158
"340",1907,2015,1908,8449113.28798194,0.0991457551717758,158
"341",1907,2016,1907,818339.257101028,0.0510878823697567,159
"342",1907,2017,1907,797499.301460912,0.0435113832354546,160
"343",1907,2017,2213,797499.301460912,0.006272385828197,160
"344",1907,2018,1907,797725.465216283,0.0498010702431202,161
"345",1907,2020,1907,797499.301460912,0.0435113832354546,162
"346",1907,2020,2213,797499.301460912,0.006272385828197,162
"347",1907,2022,1907,13063.5881568121,0.000815492414403707,163
"348",1907,2023,1907,797725.465216283,0.0498010702431202,164
"349",1907,2024,1906,6255616.11251562,0.110418051481247,165
"350",1907,2024,1907,6255616.11251562,0.280158877372742,165
"351",1908,2010,1908,797227.555701554,0.0497683435678482,166
"352",1908,2011,1908,1594790.20309329,0.0995710268616676,167
"353",1908,2012,1908,1688782.35606075,0.103790178894997,168
"354",1908,2012,1909,1688782.35606075,0.00102835579309613,168
"355",1908,2012,2214,1688782.35606075,0.000628802983555943,168
"356",1908,2013,1908,797574.789664831,0.0497899912297726,169
"357",1908,2014,1908,797385.712685307,0.0497785806655884,170
"358",1908,2015,1908,1594865.4761323,0.099570170044899,171
"359",1908,2016,1908,797174.443985494,0.0399565882980824,172
"360",1908,2016,1909,797174.443985494,0.00981841888278723,172
"361",1908,2017,1908,1312156.98860932,0.0726970955729485,173
"362",1908,2017,2214,1312156.98860932,0.00921992491930723,173
"363",1908,2020,1908,1954770.43467873,0.104458175599575,174
"364",1908,2020,1909,1954770.43467873,0.0175917707383633,174
"365",1908,2023,1908,797441.095350431,0.0497930906713009,175
"366",1909,2010,1908,1472232.85210708,0.0023156157694757,176
"367",1909,2010,1909,1472232.85210708,0.0896003246307373,176
"368",1909,2011,1908,3606905.62312613,0.0210583154112101,177
"369",1909,2011,1909,3606905.62312613,0.173514425754547,177
"370",1909,2011,2215,3606905.62312613,0.0306055247783661,177
"371",1909,2012,1603,1312923.81545019,0.0017287697410211,178
"372",1909,2012,1909,1312923.81545019,0.0802538171410561,178
"373",1909,2014,1909,92694.7559063405,0.00578716909512877,179
"374",1909,2015,1909,797612.726458459,0.0497963801026344,180
"375",1909,2017,1909,2056878.33788255,0.0655878335237503,181
"376",1909,2017,2215,2056878.33788255,0.062806986272335,181
"377",1909,2022,1909,797612.726458459,0.0497963801026344,182
"378",1909,2023,1909,1291190.50264584,0.0806192234158516,183
"379",1909,2024,1909,40332.0482089488,0.00251812394708395,184
"380",1910,2010,1603,18437674.220469,0.0398265421390533,185
"381",1910,2010,1604,18437674.220469,0.131663039326668,185
"382",1910,2010,1909,18437674.220469,0.0585627518594265,185
"383",1910,2010,1910,18437674.220469,0.85981410741806,185
"384",1910,2010,1911,18437674.220469,0.0468927137553692,185
"385",1910,2010,2216,18437674.220469,0.0145887024700642,185
"386",1910,2011,1603,4117001.78663021,0.00416892021894455,186
"387",1910,2011,1604,4117001.78663021,0.0517912842333317,186
"388",1910,2011,1909,4117001.78663021,0.0697190761566162,186
"389",1910,2011,1910,4117001.78663021,0.131416723132133,186
"390",1910,2012,1604,2138129.00696617,0.000977293821051717,187
"391",1910,2012,1910,2138129.00696617,0.13252118229866,187
"392",1910,2014,1909,252339.036079837,0.00142678699921817,188
"393",1910,2014,1910,252339.036079837,0.0143278697505593,188
"394",1910,2016,1604,514995.821649095,0.0119281271472573,189
"395",1910,2016,1910,514995.821649095,0.0202394686639309,189
"396",1910,2018,1910,797657.304209436,0.0498039275407791,190
"397",1910,2019,1910,1556786.80307687,0.0972027108073235,191
"398",1910,2021,1603,10152467.5116273,0.0873247012495995,192
"399",1910,2021,1604,10152467.5116273,0.211060121655464,192
"400",1910,2021,1909,10152467.5116273,0.100263603031635,192
"401",1910,2021,1910,10152467.5116273,0.235493540763855,192
"402",1910,2022,1603,8387380.61502549,0.0669265314936638,193
"403",1910,2022,1604,8387380.61502549,0.178161665797234,193
"404",1910,2022,1909,8387380.61502549,0.0779276713728905,193
"405",1910,2022,1910,8387380.61502549,0.200875505805016,193
"406",1910,2024,1909,11416422.2259663,0.00109980022534728,194
"407",1910,2024,1910,11416422.2259663,0.679857432842255,194
"408",1910,2024,1911,11416422.2259663,0.0281392745673656,194
"409",1910,2024,2216,11416422.2259663,0.00372250005602837,194
"410",1911,2010,1911,82438.7900072189,0.00514796422794461,195
"411",1911,2011,1910,2419910.4044808,0.00619678664952517,196
"412",1911,2011,1911,2419910.4044808,0.144916370511055,196
"413",1911,2012,1910,9207662.73327713,0.141731411218643,197
"414",1911,2012,1911,9207662.73327713,0.43319246172905,197
"415",1911,2013,1911,797365.618380205,0.049795676022768,198
"416",1911,2015,1911,52654.2627333511,0.00328804273158312,199
"417",1911,2018,1911,730997.375045192,0.0456477850675583,200
"418",1911,2021,1605,9156295.45405901,0.051340363919735,201
"419",1911,2021,1910,9156295.45405901,0.018719146028161,201
"420",1911,2021,1911,9156295.45405901,0.50175404548645,201
"421",1911,2022,1910,8240662.48133771,0.0631912723183632,202
"422",1911,2022,1911,8240662.48133771,0.451404333114624,202
"423",1911,2023,1911,742661.335196937,0.0463761538267136,203
"424",1911,2024,1911,2056870.26001407,0.128443107008934,204
"425",1912,2013,1912,817963.909189216,0.0510881468653679,205
"426",1926,2016,1619,13951728.1451564,0.0379064120352268,206
"427",1926,2016,1620,13951728.1451564,0.161028906702995,206
"428",1926,2016,1925,13951728.1451564,0.172279432415962,206
"429",1926,2016,1926,13951728.1451564,0.500132620334625,206
"430",2208,2013,2207,18548008.2967759,0.124839387834072,207
"431",2208,2013,2208,18548008.2967759,0.479228973388672,207
"432",2208,2013,2209,18548008.2967759,0.00658621033653617,207
"433",2208,2013,2513,18548008.2967759,0.108754366636276,207
"434",2208,2013,2514,18548008.2967759,0.433103084564209,207
"435",2208,2013,2515,18548008.2967759,0.0045597730204463,207
"436",2210,2011,2209,879961.349121457,0.00136224739253521,208
"437",2210,2011,2210,879961.349121457,0.0361046269536018,208
"438",2210,2011,2211,879961.349121457,0.0174408927559853,208
"439",2210,2013,1903,18542495.5166713,0.0361440479755402,209
"440",2210,2013,1904,18542495.5166713,0.0407154522836208,209
"441",2210,2013,2209,18542495.5166713,0.523693859577179,209
"442",2210,2013,2210,18542495.5166713,0.556606590747833,209
"443",2210,2015,2209,186020.737952911,0.00395726365968585,210
"444",2210,2015,2210,186020.737952911,0.00765151670202613,210
"445",2210,2017,2209,4636085.96890532,0.135376632213593,211
"446",2210,2017,2210,4636085.96890532,0.153942212462425,211
"447",2210,2018,1903,18542495.5166713,0.0361440479755402,212
"448",2210,2018,1904,18542495.5166713,0.0407154522836208,212
"449",2210,2018,2209,18542495.5166713,0.523693859577179,212
"450",2210,2018,2210,18542495.5166713,0.556606590747833,212
"451",2210,2019,2209,8238517.99155343,0.0617522336542606,213
"452",2210,2019,2210,8238517.99155343,0.452336430549622,213
"453",2210,2021,2209,9081831.21314614,0.0766278058290482,214
"454",2210,2021,2210,9081831.21314614,0.490084111690521,214
"455",2210,2023,2210,797375.844731002,0.0285217668861151,215
"456",2210,2023,2211,797375.844731002,0.0212407261133194,215
"457",2213,2010,1907,3632984.73781102,0.0535912439227104,216
"458",2213,2010,2213,3632984.73781102,0.173133537173271,216
"459",2213,2011,2213,535882.144493485,0.0334459766745567,217
"460",2213,2012,1907,2853890.38682903,0.056869525462389,218
"461",2213,2012,2213,2853890.38682903,0.121247604489326,218
"462",2213,2013,2213,542388.239069937,0.0338446609675884,219
"463",2213,2014,2213,515133.865410121,0.0321442373096943,220
"464",2213,2015,1907,3397664.17398807,0.0535912439227104,221
"465",2213,2015,2213,3397664.17398807,0.158463165163994,221
"466",2213,2016,2213,329801.325535003,0.0205795280635357,222
"467",2213,2017,2213,515424.306858504,0.0321625284850597,223
"468",2213,2018,2213,1276962.50052743,0.0796821713447571,224
"469",2213,2020,2213,16736971.2595594,0.735421895980835,225
"470",2213,2020,2214,16736971.2595594,0.289990603923798,225
"471",2213,2020,2519,16736971.2595594,0.0185426380485296,225
"472",2213,2020,2520,16736971.2595594,0.000428148661740124,225
